cadence,cell_id,estimability_rate_L,estimability_rate_N,memory,n_replicates,nire_h26_L_median,nire_h26_N_median,rmse_test_L_median,rmse_test_N_median,scenario,topology
4,CURVE_curve_pumping_quality_PSPATIALAGG,1.0,1.0,MED,60,0.7798176071757652,0.8031308341665884,0.5481597594418453,0.5784830092498768,S5,path5
4,CURVE_curve_pumping_quality_PTEMPAGG,1.0,1.0,MED,60,0.8064975858532278,0.8501229678490656,0.5620551363021657,0.5904625266909751,S5,path5
4,CURVE_curve_recharge_quality_REXACT,1.0,1.0,MED,60,0.8565226087426112,0.7671822245212662,0.45850607428127677,0.4573805100777185,S5,path5
4,CURVE_curve_recharge_quality_RLAG,1.0,1.0,MED,60,0.8595516430109602,0.7716748301153151,0.5647648305328455,0.5995455093178179,S5,path5
4,CURVE_curve_recharge_quality_RNOISE,1.0,1.0,MED,60,0.849709637254372,0.7326996062141401,0.5169733385739854,0.5179865236116052,S5,path5
4,CURVE_curve_recharge_quality_RNOISELAG,1.0,1.0,MED,60,0.8446289692989981,0.8046434534707525,0.5781389077015908,0.6007057638486374,S5,path5
4,CURVE_curve_recharge_quality_RSCALE,1.0,1.0,MED,60,0.8565226087426117,0.7671822245212672,0.45850607428127665,0.4573805100777194,S5,path5
4,CURVE_curve_snr_10,1.0,1.0,MED,60,0.849709637254372,0.7326996062141401,0.5169733385739854,0.5179865236116052,S5,path5
4,CURVE_curve_snr_2,1.0,1.0,MED,60,0.9359861076000889,0.9407517057440502,1.6437563827048247,1.7275540621143741,S5,path5
4,CURVE_curve_snr_20,1.0,1.0,MED,60,0.8311926143699038,0.7467198275027528,0.40394811853454493,0.4177072476076901,S5,path5
4,CURVE_curve_snr_5,1.0,1.0,MED,60,0.8851601711232542,0.7710073711138783,0.7979642011299799,0.8053850597558253,S5,path5
1,C_G0,1.0,0.0,MED,60,4.34275464373785e-15,nan,5.023379022571656e-15,nan,S0,single
4,G1R1,1.0,0.0,MED,60,0.5648338842738063,nan,0.6144297885350176,nan,S1,single
1,G1R2,1.0,0.0,MED,60,0.5303282436861227,nan,0.5014829151185485,nan,S1,single
4,G1R3,1.0,0.0,MED,60,0.5717300402578194,nan,0.6473148546666574,nan,S1,single
4,G1R4,1.0,0.0,MED,60,0.5463766077976233,nan,0.5525489582402465,nan,S2,single
4,G1R5,1.0,0.0,MED,60,0.5410808535099827,nan,0.6588561430020148,nan,S3,single
4,G1R6,1.0,1.0,MED,60,0.849709637254372,0.7326996062141401,0.5169733385739854,0.5179865236116052,S1,path5
1,G2R1,1.0,1.0,MED,60,0.8234171422087457,0.22928696079196442,0.21869106485340506,0.20064145466811772,S4,path5
1,G2R2,1.0,1.0,MED,60,0.8226450927861861,0.3029882142364223,0.19903147223957174,0.1879271520912909,S4,star5
4,G2R3,1.0,1.0,MED,60,0.849709637254372,0.7326996062141401,0.5169733385739854,0.5179865236116052,S5,path5
4,G2R4,1.0,1.0,MED,60,0.9028527820249279,0.8064570804335882,0.5616397230085644,0.588614549233603,S5,star5
4,G3R1,1.0,1.0,MED,60,0.5438145175262674,0.5472296754779412,0.6679398615797243,0.7072452304485735,S6a,null5
4,G3R1b,1.0,1.0,MED,60,0.5367953811470277,0.5282517794464899,0.4983546137021394,0.5150184491007699,S6b,path5
1,G3R2,1.0,1.0,MED,60,0.18999091737525461,0.1911736925957802,0.285409197932986,0.28601661243211063,S6a,null5
1,G3R2b,1.0,1.0,MED,60,0.17912071831254797,0.1795497438149101,0.1984217955597269,0.19842386698901932,S6b,path5
4,G3R3,1.0,0.0,MED,60,0.5383908301168661,nan,0.5704952936743306,nan,S8,single
4,G3R4,1.0,1.0,MED,60,0.8489893107408105,0.7985720240327678,0.5008299445749413,0.5084707890533073,S8,path5
13,GRID_grid_cadence_x_memory_13_HIGH,1.0,0.8,HIGH,60,0.8493780051949649,0.8111261161683518,1.6215718892074964,1.7633517731127513,S5,path5
13,GRID_grid_cadence_x_memory_13_LOW,1.0,0.8166666666666667,LOW,60,0.9210353978733564,0.9257846988698252,0.48035924718988277,0.5094359921763818,S5,path5
13,GRID_grid_cadence_x_memory_13_MED,1.0,0.8333333333333334,MED,60,0.914099729651747,0.9039218046047723,0.9240937882167188,0.9833117442881001,S5,path5
1,GRID_grid_cadence_x_memory_1_HIGH,1.0,1.0,HIGH,60,0.7604750115430198,0.7716797587611501,0.6717181660255904,0.6954269993659243,S5,path5
1,GRID_grid_cadence_x_memory_1_LOW,1.0,1.0,LOW,60,0.7608263831306947,0.4599833741704762,0.1888116943603168,0.18514878955091335,S5,path5
1,GRID_grid_cadence_x_memory_1_MED,1.0,1.0,MED,60,0.844167342916488,0.7413211102798469,0.3984658607263861,0.40110934335969683,S5,path5
2,GRID_grid_cadence_x_memory_2_HIGH,1.0,1.0,HIGH,60,0.7650318298770704,0.6432480390228221,0.7105137332665952,0.7370545197574727,S5,path5
2,GRID_grid_cadence_x_memory_2_LOW,1.0,1.0,LOW,60,0.7797088485048485,0.5060973989496104,0.2418977670973923,0.2426661446887371,S5,path5
2,GRID_grid_cadence_x_memory_2_MED,1.0,1.0,MED,60,0.8235045480408048,0.7063241935057729,0.4253101587851441,0.4295201515431506,S5,path5
4,GRID_grid_cadence_x_memory_4_HIGH,1.0,1.0,HIGH,60,0.7699019105493068,0.70041835233294,0.8362200553505519,0.8494561514078739,S5,path5
4,GRID_grid_cadence_x_memory_4_LOW,1.0,1.0,LOW,60,0.8101611555741808,0.73470920400711,0.31147847784868865,0.31691571570814825,S5,path5
4,GRID_grid_cadence_x_memory_4_MED,1.0,1.0,MED,60,0.849709637254372,0.7326996062141401,0.5169733385739854,0.5179865236116052,S5,path5
4,GRID_grid_candsupport_x_coupling_misspecified_HIGH,1.0,1.0,MED,60,0.8958152310173484,0.7742808858923481,0.5876609176306278,0.5926115169830204,S9,path5_hidden
4,GRID_grid_candsupport_x_coupling_misspecified_LOW,1.0,1.0,MED,60,0.8388788092620808,0.78645613912253,0.6422198865303834,0.6784878967617067,S9,path5_hidden
4,GRID_grid_candsupport_x_coupling_misspecified_MED,1.0,1.0,MED,60,0.9047843577209063,0.8737391424593139,0.5621431170925306,0.5904933968590734,S9,path5_hidden
4,GRID_grid_candsupport_x_coupling_nested_HIGH,1.0,1.0,MED,60,0.9143245224027869,0.750481795245964,0.5509180227653472,0.5517833660832989,S9,path5
4,GRID_grid_candsupport_x_coupling_nested_LOW,1.0,1.0,MED,60,0.7740166753977622,0.674132723842421,0.60959744687774,0.6237724777281308,S9,path5
4,GRID_grid_candsupport_x_coupling_nested_MED,1.0,1.0,MED,60,0.849709637254372,0.7326996062141401,0.5169733385739854,0.5179865236116052,S9,path5
4,GRID_grid_coupling_x_snr_HIGH_10,1.0,1.0,MED,60,0.9143245224027869,0.750481795245964,0.5509180227653472,0.5517833660832989,S5,path5
4,GRID_grid_coupling_x_snr_HIGH_2,1.0,1.0,MED,60,0.9578128735628021,0.9102793309258979,1.6230277627512775,1.6416689928213284,S5,path5
4,GRID_grid_coupling_x_snr_HIGH_20,1.0,1.0,MED,60,0.9026496607465246,0.7331902250484559,0.4557989715319326,0.4688191471018486,S5,path5
4,GRID_grid_coupling_x_snr_HIGH_5,1.0,1.0,MED,60,0.9313030803322512,0.7840735349072137,0.8080578777273051,0.8006191999484699,S5,path5
4,GRID_grid_coupling_x_snr_LOW_10,1.0,1.0,MED,60,0.7740166753977622,0.674132723842421,0.60959744687774,0.6237724777281308,S5,path5
4,GRID_grid_coupling_x_snr_LOW_2,1.0,1.0,MED,60,0.8837957862879373,0.8451013287852636,1.9802262664306545,2.051517027576666,S5,path5
4,GRID_grid_coupling_x_snr_LOW_20,1.0,1.0,MED,60,0.7563936119098997,0.6710887400067286,0.46622778677481536,0.48833253436238944,S5,path5
4,GRID_grid_coupling_x_snr_LOW_5,1.0,1.0,MED,60,0.8159476539441637,0.7155155510105544,0.9475253770467125,0.9923575718130917,S5,path5
4,GRID_grid_coupling_x_snr_MED_10,1.0,1.0,MED,60,0.849709637254372,0.7326996062141401,0.5169733385739854,0.5179865236116052,S5,path5
4,GRID_grid_coupling_x_snr_MED_2,1.0,1.0,MED,60,0.9359861076000889,0.9407517057440502,1.6437563827048247,1.7275540621143741,S5,path5
4,GRID_grid_coupling_x_snr_MED_20,1.0,1.0,MED,60,0.8311926143699038,0.7467198275027528,0.40394811853454493,0.4177072476076901,S5,path5
4,GRID_grid_coupling_x_snr_MED_5,1.0,1.0,MED,60,0.8851601711232542,0.7710073711138783,0.7979642011299799,0.8053850597558253,S5,path5
4,GRID_grid_missing_x_obsnodes_0p0_0p4,1.0,1.0,MED,60,0.9051056686685452,0.9067886254932676,0.5110562732621242,0.5091013567646772,S5,path5
4,GRID_grid_missing_x_obsnodes_0p0_0p6,1.0,1.0,MED,60,0.8594213596745445,0.8492485808039414,0.5107846889349472,0.500788886624467,S5,path5
4,GRID_grid_missing_x_obsnodes_0p0_0p8,1.0,1.0,MED,60,0.8482788821375375,0.7545716040707339,0.5124688213699946,0.5153018836773535,S5,path5
4,GRID_grid_missing_x_obsnodes_0p0_1p0,1.0,1.0,MED,60,0.8419891955429032,0.7305986657825336,0.5101100192030867,0.5036022876010136,S5,path5
4,GRID_grid_missing_x_obsnodes_0p1_0p4,1.0,1.0,MED,60,0.8940682149537216,0.9167726197439399,0.5116320940669392,0.5120882742282056,S5,path5
4,GRID_grid_missing_x_obsnodes_0p1_0p6,1.0,1.0,MED,60,0.8617623488739552,0.8749323491423678,0.5257532972647627,0.5215027762129221,S5,path5
4,GRID_grid_missing_x_obsnodes_0p1_0p8,1.0,1.0,MED,60,0.8305299754681947,0.787448082188448,0.5143548105728433,0.5252213389142788,S5,path5
4,GRID_grid_missing_x_obsnodes_0p1_1p0,1.0,1.0,MED,60,0.849709637254372,0.7326996062141401,0.5169733385739854,0.5179865236116052,S5,path5
4,GRID_grid_missing_x_obsnodes_0p3_0p4,1.0,1.0,MED,60,0.9587899751322133,0.9943933487319139,0.5324822365841713,0.5470018892403611,S5,path5
4,GRID_grid_missing_x_obsnodes_0p3_0p6,1.0,1.0,MED,60,0.8737060771284677,0.8971080934636746,0.5530081794176332,0.6057289659257552,S5,path5
4,GRID_grid_missing_x_obsnodes_0p3_0p8,1.0,0.85,MED,60,0.8474400378309987,0.8565210334703585,0.5462268429649397,0.6056008075357032,S5,path5
4,GRID_grid_missing_x_obsnodes_0p3_1p0,1.0,0.38333333333333336,MED,60,0.8431261990582504,0.8305197938153861,0.5417711273827563,0.6159545261792522,S5,path5
4,GRID_grid_missing_x_obsnodes_0p5_0p4,0.9833333333333333,0.2833333333333333,MED,60,1.0,1.0,0.6327385470428792,0.8933690521621114,S5,path5
4,GRID_grid_missing_x_obsnodes_0p5_0p6,0.9833333333333333,0.0,MED,60,0.8885663331561234,nan,0.6937394330420416,nan,S5,path5
4,GRID_grid_missing_x_obsnodes_0p5_0p8,0.9166666666666666,0.0,MED,60,0.8514527365629414,nan,0.6239621268495035,nan,S5,path5
4,GRID_grid_missing_x_obsnodes_0p5_1p0,0.9333333333333333,0.0,MED,60,0.84383550335167,nan,0.6175244840275194,nan,S5,path5
4,GRID_grid_recharge_x_confounding_REXACT_0p0,1.0,1.0,MED,60,0.8633035797927899,0.7771780580746024,0.5032077994456274,0.503642370291977,S3,path5
4,GRID_grid_recharge_x_confounding_REXACT_0p3,1.0,1.0,MED,60,0.8565226087426112,0.7671822245212662,0.45850607428127677,0.4573805100777185,S3,path5
4,GRID_grid_recharge_x_confounding_REXACT_0p6,1.0,1.0,MED,60,0.8501926620199282,0.75113447630952,0.408804690155122,0.4062498642217883,S3,path5
4,GRID_grid_recharge_x_confounding_REXACT_0p9,1.0,1.0,MED,60,0.8433150333816248,0.6991949218309328,0.35236744809091103,0.34705490395447824,S3,path5
4,GRID_grid_recharge_x_confounding_RLAG_0p0,1.0,1.0,MED,60,0.8671347148636681,0.8035077824102859,0.6036348772216722,0.637076937060636,S3,path5
4,GRID_grid_recharge_x_confounding_RLAG_0p3,1.0,1.0,MED,60,0.8595516430109602,0.7716748301153151,0.5647648305328455,0.5995455093178179,S3,path5
4,GRID_grid_recharge_x_confounding_RLAG_0p6,1.0,1.0,MED,60,0.8532444798186518,0.7877826268256227,0.5278395234830612,0.5543419728607548,S3,path5
4,GRID_grid_recharge_x_confounding_RLAG_0p9,1.0,1.0,MED,60,0.8438089515790688,0.7792762059155004,0.4870069959290262,0.5064173226206066,S3,path5
4,GRID_grid_recharge_x_confounding_RNOISELAG_0p0,1.0,1.0,MED,60,0.8549531625108011,0.8009167219087115,0.6143137096084605,0.6408154102837412,S3,path5
4,GRID_grid_recharge_x_confounding_RNOISELAG_0p3,1.0,1.0,MED,60,0.8446289692989981,0.8046434534707525,0.5781389077015908,0.6007057638486374,S3,path5
4,GRID_grid_recharge_x_confounding_RNOISELAG_0p6,1.0,1.0,MED,60,0.8334285899092599,0.8030602649290837,0.536738042447525,0.55963504181028,S3,path5
4,GRID_grid_recharge_x_confounding_RNOISELAG_0p9,1.0,1.0,MED,60,0.8268839184607644,0.7688718631638916,0.49083135037514614,0.5146384799599105,S3,path5
4,GRID_grid_recharge_x_confounding_RNOISE_0p0,1.0,1.0,MED,60,0.8576787158394541,0.7624843587531576,0.558523115479874,0.5615057905234553,S3,path5
4,GRID_grid_recharge_x_confounding_RNOISE_0p3,1.0,1.0,MED,60,0.849709637254372,0.7326996062141401,0.5169733385739854,0.5179865236116052,S3,path5
4,GRID_grid_recharge_x_confounding_RNOISE_0p6,1.0,1.0,MED,60,0.8393923006131756,0.7183797213043981,0.4683125942198314,0.47567775575000043,S3,path5
4,GRID_grid_recharge_x_confounding_RNOISE_0p9,1.0,1.0,MED,60,0.8280881348930988,0.6957969589243689,0.4117959603991883,0.43040453368668774,S3,path5
1,R_S4_bridge,1.0,1.0,MED,60,0.8555984288387131,0.3921731317768599,0.21807253104526148,0.20482839649709672,S4,bridge6
4,R_S5_bridge,1.0,1.0,MED,60,0.8790094444728378,0.8006952206977105,0.6165222380111088,0.6761765129426554,S5,bridge6
4,R_S7_delayed,1.0,1.0,MED,60,0.84933217339489,0.7474400241873349,0.5254040426024746,0.5230371049659724,S7,path5
4,R_S7_effmismatch,1.0,1.0,MED,60,0.8421528607912583,0.7673840249332062,0.4963469449204722,0.5046133556013659,S7,path5
4,R_S7_latentclimate,1.0,1.0,MED,60,0.8290159927664478,0.7645932132509716,0.6090097233090865,0.6183797636468276,S7,path5
4,R_S7_nonlin,1.0,1.0,MED,60,0.8484541905598866,0.7562223338262272,0.4570312142077471,0.4636044077531807,S7,path5
4,R_S9_hidden,1.0,1.0,MED,60,0.9047843577209063,0.8737391424593139,0.5621431170925306,0.5904933968590734,S9,path5_hidden
