cell_id,scenario,nire_B0,nire_L,nire_S,nire_N
CURVE_curve_pumping_quality_PSCALEBIAS,S5,1.0,0.7373218658140444,0.8683762601131539,0.636501878196445
CURVE_curve_pumping_quality_PSPATIALAGG,S5,1.0,0.7798176071757652,0.9827132259578402,0.8031308341665884
CURVE_curve_pumping_quality_PTEMPAGG,S5,1.0,0.8064975858532278,2.6550502009719836,0.8501229678490656
CURVE_curve_recharge_quality_REXACT,S5,1.0,0.8565226087426112,0.8925187299895225,0.7671822245212662
CURVE_curve_recharge_quality_RLAG,S5,1.0,0.8595516430109602,0.8873945340641998,0.7716748301153151
CURVE_curve_recharge_quality_RNOISE,S5,1.0,0.849709637254372,0.8886819556514698,0.7326996062141401
CURVE_curve_recharge_quality_RNOISELAG,S5,1.0,0.8446289692989981,0.8781311874093636,0.8046434534707525
CURVE_curve_recharge_quality_RSCALE,S5,1.0,0.8565226087426117,0.8925187299895243,0.7671822245212672
CURVE_curve_snr_10,S5,1.0,0.849709637254372,0.8886819556514698,0.7326996062141401
CURVE_curve_snr_2,S5,1.0,0.9359861076000889,1.166986107201267,0.9407517057440502
CURVE_curve_snr_20,S5,1.0,0.8311926143699038,0.8185387565846347,0.7467198275027528
CURVE_curve_snr_5,S5,1.0,0.8851601711232542,0.9906617746994146,0.7710073711138783
C_G0,S0,1.0,4.34275464373785e-15,nan,nan
G1R1,S1,1.0,0.5648338842738063,nan,nan
G1R2,S1,1.0,0.5303282436861227,nan,nan
G1R3,S1,1.0,0.5717300402578194,nan,nan
G1R4,S2,1.0,0.5463766077976233,nan,nan
G1R5,S3,1.0,0.5410808535099827,nan,nan
G1R6,S1,1.0,0.849709637254372,0.8886819556514698,0.7326996062141401
G2R1,S4,1.0,0.8234171422087457,0.8303873984443129,0.22928696079196442
G2R2,S4,1.0,0.8226450927861861,0.8075971885610338,0.3029882142364223
G2R3,S5,1.0,0.849709637254372,0.8886819556514698,0.7326996062141401
G2R4,S5,1.0,0.9028527820249279,0.9714188745459511,0.8064570804335882
G3R1,S6a,1.0,0.5438145175262674,0.5391987322848393,0.5472296754779412
G3R1b,S6b,1.0,0.5367953811470277,0.5452859241245951,0.5282517794464899
G3R2,S6a,1.0,0.18999091737525461,0.19348588186777738,0.1911736925957802
G3R2b,S6b,1.0,0.17912071831254797,0.18136630236393436,0.1795497438149101
G3R3,S8,1.0,0.5383908301168661,nan,nan
G3R4,S8,1.0,0.8489893107408105,0.8879845500680641,0.7985720240327678
GRID_grid_cadence_x_memory_13_HIGH,S5,1.0,0.8493780051949649,1.2322430189888958,0.8111261161683518
GRID_grid_cadence_x_memory_13_LOW,S5,1.0,0.9210353978733564,0.943249283446514,0.9257846988698252
GRID_grid_cadence_x_memory_13_MED,S5,1.0,0.914099729651747,1.199793082636689,0.9039218046047723
GRID_grid_cadence_x_memory_1_HIGH,S5,1.0,0.7604750115430198,0.7960449927215691,0.7716797587611501
GRID_grid_cadence_x_memory_1_LOW,S5,1.0,0.7608263831306947,0.7110172362989882,0.4599833741704762
GRID_grid_cadence_x_memory_1_MED,S5,1.0,0.844167342916488,0.8852925492969963,0.7413211102798469
GRID_grid_cadence_x_memory_2_HIGH,S5,1.0,0.7650318298770704,1.0511304591475046,0.6432480390228221
GRID_grid_cadence_x_memory_2_LOW,S5,1.0,0.7797088485048485,0.6655560822047508,0.5060973989496104
GRID_grid_cadence_x_memory_2_MED,S5,1.0,0.8235045480408048,0.8961314393445841,0.7063241935057729
GRID_grid_cadence_x_memory_4_HIGH,S5,1.0,0.7699019105493068,0.9228068376838309,0.70041835233294
GRID_grid_cadence_x_memory_4_LOW,S5,1.0,0.8101611555741808,0.6401875400067685,0.73470920400711
GRID_grid_cadence_x_memory_4_MED,S5,1.0,0.849709637254372,0.8886819556514698,0.7326996062141401
GRID_grid_candsupport_x_coupling_misspecified_HIGH,S9,1.0,0.8958152310173484,0.8547065221346082,0.7742808858923481
GRID_grid_candsupport_x_coupling_misspecified_LOW,S9,1.0,0.8388788092620808,0.9599897848492747,0.78645613912253
GRID_grid_candsupport_x_coupling_misspecified_MED,S9,1.0,0.9047843577209063,0.9842416890987993,0.8737391424593139
GRID_grid_candsupport_x_coupling_nested_HIGH,S9,1.0,0.9143245224027869,0.926040409036097,0.750481795245964
GRID_grid_candsupport_x_coupling_nested_LOW,S9,1.0,0.7740166753977622,0.7723151309549999,0.674132723842421
GRID_grid_candsupport_x_coupling_nested_MED,S9,1.0,0.849709637254372,0.8886819556514698,0.7326996062141401
GRID_grid_coupling_x_snr_HIGH_10,S5,1.0,0.9143245224027869,0.926040409036097,0.750481795245964
GRID_grid_coupling_x_snr_HIGH_2,S5,1.0,0.9578128735628021,1.0791749132058799,0.9102793309258979
GRID_grid_coupling_x_snr_HIGH_20,S5,1.0,0.9026496607465246,0.8969073019782017,0.7331902250484559
GRID_grid_coupling_x_snr_HIGH_5,S5,1.0,0.9313030803322512,1.0445250662465324,0.7840735349072137
GRID_grid_coupling_x_snr_LOW_10,S5,1.0,0.7740166753977622,0.7723151309549999,0.674132723842421
GRID_grid_coupling_x_snr_LOW_2,S5,1.0,0.8837957862879373,0.9179307963801597,0.8451013287852636
GRID_grid_coupling_x_snr_LOW_20,S5,1.0,0.7563936119098997,0.752321921276071,0.6710887400067286
GRID_grid_coupling_x_snr_LOW_5,S5,1.0,0.8159476539441637,0.8531841504529571,0.7155155510105544
GRID_grid_coupling_x_snr_MED_10,S5,1.0,0.849709637254372,0.8886819556514698,0.7326996062141401
GRID_grid_coupling_x_snr_MED_2,S5,1.0,0.9359861076000889,1.166986107201267,0.9407517057440502
GRID_grid_coupling_x_snr_MED_20,S5,1.0,0.8311926143699038,0.8185387565846347,0.7467198275027528
GRID_grid_coupling_x_snr_MED_5,S5,1.0,0.8851601711232542,0.9906617746994146,0.7710073711138783
GRID_grid_missing_x_obsnodes_0p0_0p4,S5,1.0,0.9051056686685452,1.0,0.9067886254932676
GRID_grid_missing_x_obsnodes_0p0_0p6,S5,1.0,0.8594213596745445,1.0,0.8492485808039414
GRID_grid_missing_x_obsnodes_0p0_0p8,S5,1.0,0.8482788821375375,0.9539243080393992,0.7545716040707339
GRID_grid_missing_x_obsnodes_0p0_1p0,S5,1.0,0.8419891955429032,0.9204968855112563,0.7305986657825336
GRID_grid_missing_x_obsnodes_0p1_0p4,S5,1.0,0.8940682149537216,1.0,0.9167726197439399
GRID_grid_missing_x_obsnodes_0p1_0p6,S5,1.0,0.8617623488739552,1.0,0.8749323491423678
GRID_grid_missing_x_obsnodes_0p1_0p8,S5,1.0,0.8305299754681947,0.9693225459242294,0.787448082188448
GRID_grid_missing_x_obsnodes_0p1_1p0,S5,1.0,0.849709637254372,0.8886819556514698,0.7326996062141401
GRID_grid_missing_x_obsnodes_0p3_0p4,S5,1.0,0.9587899751322133,1.0,0.9943933487319139
GRID_grid_missing_x_obsnodes_0p3_0p6,S5,1.0,0.8737060771284677,1.0,0.8971080934636746
GRID_grid_missing_x_obsnodes_0p3_0p8,S5,1.0,0.8474400378309987,1.0459421588640212,0.8565210334703585
GRID_grid_missing_x_obsnodes_0p3_1p0,S5,1.0,0.8431261990582504,0.9831937941029889,0.8305197938153861
GRID_grid_missing_x_obsnodes_0p5_0p4,S5,1.0,1.0,1.0,1.0
GRID_grid_missing_x_obsnodes_0p5_0p6,S5,1.0,0.8885663331561234,1.0,nan
GRID_grid_missing_x_obsnodes_0p5_0p8,S5,1.0,0.8514527365629414,1.2196851963228081,nan
GRID_grid_missing_x_obsnodes_0p5_1p0,S5,1.0,0.84383550335167,1.0713867544112925,nan
GRID_grid_recharge_x_confounding_REXACT_0p0,S3,1.0,0.8633035797927899,0.9061974820179142,0.7771780580746024
GRID_grid_recharge_x_confounding_REXACT_0p3,S3,1.0,0.8565226087426112,0.8925187299895225,0.7671822245212662
GRID_grid_recharge_x_confounding_REXACT_0p6,S3,1.0,0.8501926620199282,0.8561220919927258,0.75113447630952
GRID_grid_recharge_x_confounding_REXACT_0p9,S3,1.0,0.8433150333816248,0.821630786591562,0.6991949218309328
GRID_grid_recharge_x_confounding_RLAG_0p0,S3,1.0,0.8671347148636681,0.9088800363774012,0.8035077824102859
GRID_grid_recharge_x_confounding_RLAG_0p3,S3,1.0,0.8595516430109602,0.8873945340641998,0.7716748301153151
GRID_grid_recharge_x_confounding_RLAG_0p6,S3,1.0,0.8532444798186518,0.8677919381060777,0.7877826268256227
GRID_grid_recharge_x_confounding_RLAG_0p9,S3,1.0,0.8438089515790688,0.8329315590220814,0.7792762059155004
GRID_grid_recharge_x_confounding_RNOISELAG_0p0,S3,1.0,0.8549531625108011,0.8993110305037691,0.8009167219087115
GRID_grid_recharge_x_confounding_RNOISELAG_0p3,S3,1.0,0.8446289692989981,0.8781311874093636,0.8046434534707525
GRID_grid_recharge_x_confounding_RNOISELAG_0p6,S3,1.0,0.8334285899092599,0.8927889471842678,0.8030602649290837
GRID_grid_recharge_x_confounding_RNOISELAG_0p9,S3,1.0,0.8268839184607644,0.8783357147914277,0.7688718631638916
GRID_grid_recharge_x_confounding_RNOISE_0p0,S3,1.0,0.8576787158394541,0.9076072008573178,0.7624843587531576
GRID_grid_recharge_x_confounding_RNOISE_0p3,S3,1.0,0.849709637254372,0.8886819556514698,0.7326996062141401
GRID_grid_recharge_x_confounding_RNOISE_0p6,S3,1.0,0.8393923006131756,0.8689739872456048,0.7183797213043981
GRID_grid_recharge_x_confounding_RNOISE_0p9,S3,1.0,0.8280881348930988,0.8403744090641819,0.6957969589243689
R_S4_bridge,S4,1.0,0.8555984288387131,0.8609789320815591,0.3921731317768599
R_S5_bridge,S5,1.0,0.8790094444728378,1.1257886194690578,0.8006952206977105
R_S7_delayed,S7,1.0,0.84933217339489,0.9025849557989747,0.7474400241873349
R_S7_effmismatch,S7,1.0,0.8421528607912583,0.8498922437951139,0.7673840249332062
R_S7_latentclimate,S7,1.0,0.8290159927664478,0.9779158945446101,0.7645932132509716
R_S7_nonlin,S7,1.0,0.8484541905598866,0.850096544194729,0.7562223338262272
R_S9_hidden,S9,1.0,0.9047843577209063,0.9842416890987993,0.8737391424593139
