time,day,hour_of_day,grid_price_per_mwh,grid_emissions_kg_per_mwh,grid_water_m3_per_mwh,pue,site_wue_m3_per_mwh_it
84,3,12,26.000103271761215,332.2245223444246,4.52,1.25,0.36
85,3,13,26.918378739817268,336.3060822158476,4.52,1.25,0.36
86,3,14,37.29027360737474,340.67898581091754,4.52,1.25,0.36
87,3,15,37.47705801412919,358.2556177280334,4.52,1.25,0.36
88,3,16,32.65814397059334,401.4276679963713,4.52,1.25,0.36
89,3,17,40.15682146360709,381.69772832521517,4.52,1.25,0.36
90,3,18,41.24573319002561,374.46757276402616,4.52,1.25,0.36
91,3,19,44.778464190774265,428.39738155839996,4.52,1.25,0.36
92,3,20,42.2836482529251,397.78720983804413,4.52,1.25,0.36
93,3,21,40.998563436806826,386.5782516859791,4.52,1.25,0.36
94,3,22,41.14011539056732,410.40424220643496,4.52,1.25,0.36
95,3,23,41.81834830046045,393.4977831112861,4.52,1.25,0.36
96,4,0,40.089939288395776,356.00714343906964,4.52,1.25,0.36
97,4,1,31.87865995216604,339.42142703237545,4.52,1.25,0.36
98,4,2,31.69783921409633,331.6998300371587,4.52,1.25,0.36
99,4,3,27.757079547050093,329.334290410646,4.52,1.25,0.36
100,4,4,24.80189171812063,314.71307013822184,4.52,1.25,0.36
101,4,5,25.509810523816363,294.78046274280456,4.52,1.25,0.36
102,4,6,26.84585976351196,318.175595904156,4.52,1.25,0.36
103,4,7,16.291865425063445,289.053268261185,4.52,1.25,0.36
104,4,8,20.488854258537437,280.3820147210715,4.52,1.25,0.36
105,4,9,15.204396103648216,306.19562045647945,4.52,1.25,0.36
106,4,10,21.68833747304415,297.01417855623066,4.52,1.25,0.36
107,4,11,24.212716952900276,293.5337056405621,4.52,1.25,0.36
108,4,12,26.834104501847968,297.98063560431507,4.52,1.25,0.36
109,4,13,23.215711525391903,322.63697335280807,4.52,1.25,0.36
110,4,14,30.379559094424824,346.7993047339647,4.52,1.25,0.36
111,4,15,30.76555088433935,363.886154531917,4.52,1.25,0.36
112,4,16,35.498860151834556,357.64921970125755,4.52,1.25,0.36
113,4,17,42.14624601245114,366.60058574801917,4.52,1.25,0.36
114,4,18,44.04309160683854,402.4371630084278,4.52,1.25,0.36
115,4,19,42.21111989180066,400.1013333618451,4.52,1.25,0.36
116,4,20,44.9865343412583,391.20085030162727,4.52,1.25,0.36
117,4,21,46.62678332853527,384.67074585305073,4.52,1.25,0.36
118,4,22,42.68077392818118,417.828040650377,4.52,1.25,0.36
119,4,23,39.2614768804942,371.608495516947,4.52,1.25,0.36
120,5,0,41.278824503399576,335.0682256872617,4.52,1.25,0.36
121,5,1,36.254570009022586,352.0400627905054,4.52,1.25,0.36
122,5,2,28.395456750361824,350.26199961255884,4.52,1.25,0.36
123,5,3,23.964561076862037,330.04386966012396,4.52,1.25,0.36
124,5,4,26.54860285458031,342.9111645590708,4.52,1.25,0.36
125,5,5,21.541428624546683,304.9494086539627,4.52,1.25,0.36
126,5,6,22.772428545503324,276.89979081642093,4.52,1.25,0.36
127,5,7,16.725254863657998,318.98892383464573,4.52,1.25,0.36
128,5,8,13.78224608873887,308.824586792583,4.52,1.25,0.36
129,5,9,18.218957026892863,310.4778227488837,4.52,1.25,0.36
130,5,10,20.64159750434991,331.3251389866965,4.52,1.25,0.36
131,5,11,21.0713355068687,338.9766857660321,4.52,1.25,0.36
132,5,12,26.708717790509237,318.8294568648677,4.52,1.25,0.36
133,5,13,27.954322821890205,296.30741895027325,4.52,1.25,0.36
134,5,14,38.4084946637057,328.3797847675738,4.52,1.25,0.36
135,5,15,29.88770217360526,360.33638173943365,4.52,1.25,0.36
136,5,16,38.949353715850194,362.09781944106265,4.52,1.25,0.36
137,5,17,47.28049747705328,371.50242110113726,4.52,1.25,0.36
138,5,18,45.9426468860415,389.5343937947202,4.52,1.25,0.36
139,5,19,41.84344178923126,384.9658907942907,4.52,1.25,0.36
140,5,20,43.518201285523546,401.2763084438009,4.52,1.25,0.36
141,5,21,44.783917178068464,373.3053510665757,4.52,1.25,0.36
142,5,22,41.83688022228994,387.00084130288326,4.52,1.25,0.36
143,5,23,36.186664919138806,366.383111330735,4.52,1.25,0.36
144,6,0,35.82142385062948,370.86306475640833,4.52,1.25,0.36
145,6,1,41.20797017977736,346.7165599700779,4.52,1.25,0.36
146,6,2,28.237055658201225,338.0832751671266,4.52,1.25,0.36
147,6,3,26.33158434507464,321.3408237025309,4.52,1.25,0.36
148,6,4,27.117614044534175,321.7835221046385,4.52,1.25,0.36
149,6,5,24.743013961830858,284.22522302871624,4.52,1.25,0.36
150,6,6,24.7212263454799,291.786941735297,4.52,1.25,0.36
151,6,7,20.417893598654548,292.97973496473,4.52,1.25,0.36
152,6,8,15.036979707467184,293.81943921720807,4.52,1.25,0.36
153,6,9,18.16004230193957,286.36800679492217,4.52,1.25,0.36
154,6,10,22.20548356204855,285.79246722567603,4.52,1.25,0.36
155,6,11,19.065760906053022,302.95908929891914,4.52,1.25,0.36
156,6,12,25.72248710863657,313.7352730083071,4.52,1.25,0.36
157,6,13,29.044353360495453,326.4932467628332,4.52,1.25,0.36
158,6,14,31.747718056961173,340.31540300079854,4.52,1.25,0.36
159,6,15,32.85046523961322,356.3031793649173,4.52,1.25,0.36
160,6,16,35.03047257308761,358.2535166830924,4.52,1.25,0.36
161,6,17,36.62154815065081,377.2905846294953,4.52,1.25,0.36
162,6,18,44.506773906193814,359.24817269381896,4.52,1.25,0.36
163,6,19,50.882496758047964,396.67899033140895,4.52,1.25,0.36
164,6,20,38.608585705080394,413.0537356000796,4.52,1.25,0.36
165,6,21,43.242398928630614,395.35272132282245,4.52,1.25,0.36
166,6,22,40.42602011867003,386.823900524816,4.52,1.25,0.36
167,6,23,38.99199926012995,356.4536738566185,4.52,1.25,0.36
168,7,0,36.23323473227182,400.12583015458324,4.52,1.25,0.36
169,7,1,35.522899541476306,361.70961159312145,4.52,1.25,0.36
170,7,2,26.362365200399537,349.9875339436044,4.52,1.25,0.36
171,7,3,30.69181846508085,336.45298699846023,4.52,1.25,0.36
172,7,4,26.99935075112531,324.0445083368072,4.52,1.25,0.36
173,7,5,23.31611973699748,280.29898011747355,4.52,1.25,0.36
174,7,6,23.48575107958127,302.47293578140614,4.52,1.25,0.36
175,7,7,24.23227638430167,286.6698238583176,4.52,1.25,0.36
176,7,8,20.05151598099455,286.50642693715326,4.52,1.25,0.36
177,7,9,19.613398255430486,277.01989880905995,4.52,1.25,0.36
178,7,10,23.677342771573688,281.59268818811717,4.52,1.25,0.36
179,7,11,25.308408382171052,317.15165746362806,4.52,1.25,0.36
