job_id,arrival_time,deadline_class,maximum_delay_hours,deadline_time,it_energy_mwh
168,22,short_4h,4,26,0.33382922280636923
169,22,urgent_0h,0,22,0.3215579311626843
170,22,short_4h,4,26,0.4660587186657621
171,22,flexible_12h,12,34,2.9966951781377222
172,22,urgent_0h,0,22,0.18496466910008577
173,23,short_4h,4,27,0.8403626044339295
174,23,flexible_12h,12,35,0.17264486222314002
175,23,urgent_0h,0,23,0.5876338482166417
176,23,short_4h,4,27,1.4282075787363535
177,23,short_4h,4,27,0.08433852550896857
178,23,short_4h,4,27,0.39263135643575225
179,23,short_4h,4,27,0.7200063050538277
180,24,urgent_0h,0,24,1.414238424949296
181,24,urgent_0h,0,24,0.807365349116412
182,24,urgent_0h,0,24,0.6688557892754866
183,24,flexible_12h,12,36,0.45597375435557075
184,24,flexible_12h,12,36,0.11565242600169676
185,24,short_4h,4,28,0.6149449465491706
186,24,short_4h,4,28,0.1441849377710311
187,24,flexible_12h,12,36,0.34995219211635314
188,25,flexible_12h,12,37,0.3829228959134678
189,25,short_4h,4,29,0.08920143989865212
190,25,short_4h,4,29,1.0031925715703744
191,25,urgent_0h,0,25,0.6206270891237258
192,26,flexible_12h,12,38,1.0563153144857942
193,26,short_4h,4,30,0.8212947154718443
194,26,flexible_12h,12,38,0.31139656138878263
195,26,flexible_12h,12,38,0.634877266735426
196,26,short_4h,4,30,1.0157771886492548
197,26,short_4h,4,30,0.25635037373119995
198,27,short_4h,4,31,0.37171658696110904
199,27,short_4h,4,31,0.5630607710929009
200,27,flexible_12h,12,39,0.9699124373410467
201,27,short_4h,4,31,0.7261311820150188
202,27,short_4h,4,31,0.20180221432570203
203,27,short_4h,4,31,0.41194653809227894
204,27,short_4h,4,31,0.20900829570825724
205,28,short_4h,4,32,0.43315558253421216
206,28,urgent_0h,0,28,0.7238890901696687
207,28,flexible_12h,12,40,0.5453279918126287
208,28,flexible_12h,12,40,0.15680067636990566
209,28,short_4h,4,32,0.30157894675608116
210,28,short_4h,4,32,0.5728089325024265
211,28,urgent_0h,0,28,0.8599407746971349
212,28,flexible_12h,12,40,0.6373171848876139
213,28,short_4h,4,32,0.16390795669388383
214,28,flexible_12h,12,40,0.7295770163382982
215,28,flexible_12h,12,40,0.43855073890396945
216,28,flexible_12h,12,40,1.5645805404855428
217,28,flexible_12h,12,40,0.7538202957161019
218,29,urgent_0h,0,29,0.7330325619777656
219,29,short_4h,4,33,0.46312233901376915
220,29,urgent_0h,0,29,0.20866219664268268
221,29,flexible_12h,12,41,0.40619829127945556
222,29,flexible_12h,12,41,0.7841024800813307
223,29,urgent_0h,0,29,0.4831308230015768
224,29,urgent_0h,0,29,0.2716623189810916
225,29,urgent_0h,0,29,1.203803917682516
226,29,urgent_0h,0,29,0.559880054421518
227,30,flexible_12h,12,42,0.12805040861913464
228,30,short_4h,4,34,0.29502229220632536
229,30,flexible_12h,12,42,0.4902476053919644
230,30,flexible_12h,12,42,0.5922442404652044
231,30,flexible_12h,12,42,0.3205950042407298
232,30,urgent_0h,0,30,0.27309667543237537
233,30,short_4h,4,34,0.39955623452444067
234,30,urgent_0h,0,30,0.13274862512994004
235,31,flexible_12h,12,43,0.41239434716583906
236,31,urgent_0h,0,31,0.10140102081547529
237,31,short_4h,4,35,0.5587782622236196
238,31,urgent_0h,0,31,0.4436084606424297
239,31,short_4h,4,35,0.43417945402088787
240,31,flexible_12h,12,43,0.11663623178105675
241,31,urgent_0h,0,31,0.13335770600332936
242,32,flexible_12h,12,44,0.49657405813105576
243,32,urgent_0h,0,32,0.0883796207120631
244,32,urgent_0h,0,32,0.6556245033934412
245,32,urgent_0h,0,32,0.3651782399719604
246,32,urgent_0h,0,32,0.3952374861898059
247,32,flexible_12h,12,44,0.30844465500270035
248,32,flexible_12h,12,44,0.20614243220412456
249,32,urgent_0h,0,32,0.47751153417579273
250,32,short_4h,4,36,0.5577015395384458
251,32,flexible_12h,12,44,1.4015308726523963
252,33,urgent_0h,0,33,0.3357789215122969
253,33,flexible_12h,12,45,0.20180798971840036
254,33,short_4h,4,37,0.3323150747559934
255,33,short_4h,4,37,0.5377578864388441
256,33,urgent_0h,0,33,0.10209413572039458
257,33,flexible_12h,12,45,0.10170591610808506
258,34,urgent_0h,0,34,0.17421250156748863
259,34,short_4h,4,38,0.6335052747788188
260,34,flexible_12h,12,46,0.4971426079528807
261,34,short_4h,4,38,0.9185686379336137
262,34,short_4h,4,38,0.3894502957939933
263,34,urgent_0h,0,34,0.11757384717448521
264,34,flexible_12h,12,46,0.6509889528847761
265,34,short_4h,4,38,0.94813999823182
266,35,urgent_0h,0,35,0.9958635524702466
267,35,urgent_0h,0,35,0.2166516002222595
268,35,flexible_12h,12,47,0.3990148479534469
269,35,flexible_12h,12,47,0.18501728860422287
270,35,short_4h,4,39,0.14625209297260558
271,35,short_4h,4,39,0.1519707161581739
272,36,flexible_12h,12,48,0.28963085479048045
273,36,short_4h,4,40,0.1798125996021082
274,36,short_4h,4,40,0.28288359773862964
275,36,urgent_0h,0,36,0.11668213205169445
276,36,urgent_0h,0,36,0.13911102580607937
277,36,flexible_12h,12,48,0.7089281899163191
278,36,flexible_12h,12,48,1.0511220290090473
279,36,flexible_12h,12,48,0.9239282827494711
280,37,short_4h,4,41,0.17920711549240798
281,37,short_4h,4,41,0.20173277121690197
282,37,urgent_0h,0,37,0.2919431096586466
283,37,urgent_0h,0,37,0.11964018565652661
284,37,urgent_0h,0,37,0.09590390223207802
285,37,urgent_0h,0,37,0.12563264369658164
286,37,flexible_12h,12,49,0.12076286033552942
287,37,flexible_12h,12,49,0.2757703978151788
288,37,urgent_0h,0,37,0.18831527161704642
289,38,short_4h,4,42,1.4316626646902022
290,38,urgent_0h,0,38,0.5780152560464001
291,38,urgent_0h,0,38,1.5278425555619497
292,38,short_4h,4,42,0.12100358547389092
293,38,flexible_12h,12,50,0.4341338457058712
294,38,urgent_0h,0,38,2.2536631166602517
295,38,urgent_0h,0,38,0.8486570903884516
296,38,flexible_12h,12,50,1.5060814209800508
297,38,short_4h,4,42,0.4066767152282565
298,39,short_4h,4,43,0.15460489553908066
299,39,urgent_0h,0,39,0.2753139361883806
300,39,short_4h,4,43,0.5027149791935637
301,39,flexible_12h,12,51,0.7618503379526353
302,39,short_4h,4,43,0.12369697187770265
303,39,flexible_12h,12,51,0.1122076852665346
304,39,short_4h,4,43,0.09637846449654096
305,40,urgent_0h,0,40,0.9892214387605777
306,40,short_4h,4,44,0.1128677014837401
307,40,urgent_0h,0,40,0.4357438473384482
308,40,short_4h,4,44,0.7526075274840945
309,40,short_4h,4,44,0.10734496152717057
310,40,short_4h,4,44,0.5922345478846979
311,40,short_4h,4,44,0.5384346098800166
312,40,flexible_12h,12,52,0.28369453125711436
313,40,short_4h,4,44,0.30501279408286797
314,40,short_4h,4,44,0.946354114566923
315,40,short_4h,4,44,0.9169972936978645
316,40,flexible_12h,12,52,0.2014171900820252
317,40,urgent_0h,0,40,0.3988619738157044
318,40,flexible_12h,12,52,1.0010279277032628
319,41,flexible_12h,12,53,0.2658910277182081
320,41,short_4h,4,45,1.4073552834905987
321,41,short_4h,4,45,0.8257494569433353
322,41,short_4h,4,45,0.5370870709205133
323,41,urgent_0h,0,41,0.590928195814634
324,41,short_4h,4,45,0.124343013832217
325,41,short_4h,4,45,0.1868494652478938
326,41,urgent_0h,0,41,0.2457164999150552
327,41,short_4h,4,45,0.39009596553510445
328,41,flexible_12h,12,53,0.6061097620462746
329,41,short_4h,4,45,0.37079610268063895
330,42,short_4h,4,46,0.8381360031882839
331,42,flexible_12h,12,54,0.5405986017916802
332,42,flexible_12h,12,54,0.23783086200271558
333,42,flexible_12h,12,54,0.7551060263457361
334,42,short_4h,4,46,0.29711700042326245
335,42,short_4h,4,46,0.13335479868238134
336,42,urgent_0h,0,42,0.24842887355522067
337,42,short_4h,4,46,0.5059200335809111
338,42,short_4h,4,46,0.11822542628606861
339,42,short_4h,4,46,0.24734274565809228
340,43,flexible_12h,12,55,0.31007838020133105
341,43,urgent_0h,0,43,0.3165428402171194
342,43,urgent_0h,0,43,0.6742506532461906
343,43,urgent_0h,0,43,0.5745280844269963
344,43,short_4h,4,47,0.16560077024083292
345,43,short_4h,4,47,0.09540267293655738
346,43,flexible_12h,12,55,1.5796984690096396
347,43,flexible_12h,12,55,0.4323075889289152
348,43,short_4h,4,47,0.13468411238746017
349,43,short_4h,4,47,0.5582896206366211
350,43,flexible_12h,12,55,0.288604173148738
351,43,short_4h,4,47,0.18182191638460818
352,43,urgent_0h,0,43,0.720304487833437
353,43,flexible_12h,12,55,0.1279188238580709
354,43,urgent_0h,0,43,0.7913999570055593
355,44,short_4h,4,48,0.30029381921939163
356,44,flexible_12h,12,56,0.8128850183563415
357,44,urgent_0h,0,44,1.5323206537523901
358,44,short_4h,4,48,0.24153149657013992
359,44,flexible_12h,12,56,0.27843604419038087
360,44,short_4h,4,48,0.45720327576119657
361,44,flexible_12h,12,56,0.175628573925519
362,44,urgent_0h,0,44,0.19122197715270153
363,44,flexible_12h,12,56,0.15717031114358354
364,44,urgent_0h,0,44,0.1194783860710693
365,44,short_4h,4,48,0.47908984867571025
366,44,urgent_0h,0,44,0.28139284640532436
367,44,flexible_12h,12,56,0.33038966424619015
368,44,short_4h,4,48,0.7751023422062562
369,45,flexible_12h,12,57,0.3451071987764516
370,45,short_4h,4,49,0.21563303544141021
371,45,short_4h,4,49,0.12947235151325198
372,45,urgent_0h,0,45,0.11545230916610362
373,45,urgent_0h,0,45,0.31138225233910016
374,45,flexible_12h,12,57,0.4852126452724852
375,46,flexible_12h,12,58,1.1617175456896451
376,46,flexible_12h,12,58,1.3883778393856259
377,46,flexible_12h,12,58,0.44232804080019206
378,46,flexible_12h,12,58,0.2447592857767531
379,46,flexible_12h,12,58,1.11583734977414
380,46,flexible_12h,12,58,0.34806062465145854
381,46,short_4h,4,50,0.2876222755509542
382,46,short_4h,4,50,0.3832761253304076
383,46,short_4h,4,50,0.45812338808148684
384,46,urgent_0h,0,46,1.4275182070071952
385,46,short_4h,4,50,0.4784774051957466
386,47,short_4h,4,51,0.4013079962216207
387,47,short_4h,4,51,0.27010588846569045
388,47,short_4h,4,51,0.3284357343973737
389,47,flexible_12h,12,59,0.3887163655574715
390,47,short_4h,4,51,0.6458195962742369
391,47,short_4h,4,51,0.9142332320540069
392,48,short_4h,4,52,0.5991430350394082
393,48,flexible_12h,12,60,0.2515219958526654
394,48,flexible_12h,12,60,0.18072404789878765
395,48,urgent_0h,0,48,0.05893819018229203
396,48,urgent_0h,0,48,0.8215102512242877
397,48,urgent_0h,0,48,0.6685067736380695
398,48,short_4h,4,52,0.262577558941937
399,48,short_4h,4,52,0.08050218559346228
400,49,short_4h,4,53,0.9989748842751537
401,49,urgent_0h,0,49,1.271152233672123
402,49,urgent_0h,0,49,0.16445784973735098
403,49,urgent_0h,0,49,0.2146801177940735
404,49,short_4h,4,53,0.21341397053486105
405,49,flexible_12h,12,61,1.8622775239319713
406,49,urgent_0h,0,49,0.5521891499185024
407,50,flexible_12h,12,62,0.6837745723847924
408,50,flexible_12h,12,62,0.4774397095822209
409,50,flexible_12h,12,62,0.4722606422919404
410,50,flexible_12h,12,62,0.17029185050610834
411,50,short_4h,4,54,0.22267091806108769
412,50,flexible_12h,12,62,0.1470175545998843
413,51,short_4h,4,55,0.05274873935910181
414,51,short_4h,4,55,0.17356628625414297
415,51,urgent_0h,0,51,0.5214873924697463
416,51,flexible_12h,12,63,0.27729687416496546
417,51,flexible_12h,12,63,0.6196184914780435
418,51,flexible_12h,12,63,0.7004853730284396
419,52,short_4h,4,56,0.09156780252325258
420,52,urgent_0h,0,52,0.2257206762783555
421,52,short_4h,4,56,0.4231133853783421
422,52,short_4h,4,56,0.6260521200589342
423,52,urgent_0h,0,52,0.3836411861340549
424,52,urgent_0h,0,52,0.10384036855481424
425,52,short_4h,4,56,0.3874941873941409
426,52,short_4h,4,56,0.5826293550729309
427,53,short_4h,4,57,0.6276907268129184
428,53,flexible_12h,12,65,0.5469462304472088
429,53,short_4h,4,57,0.3496355255915851
430,53,urgent_0h,0,53,0.7320736968823996
431,54,short_4h,4,58,0.29105226941981477
432,54,urgent_0h,0,54,0.13666909284315745
433,54,flexible_12h,12,66,0.2979230344474308
434,54,short_4h,4,58,0.3178049266922188
435,54,flexible_12h,12,66,0.42958770387212947
436,54,urgent_0h,0,54,0.3764042996761724
437,54,short_4h,4,58,0.46972936843285273
438,54,short_4h,4,58,1.6802343950561447
439,54,flexible_12h,12,66,0.8344805326161796
440,54,flexible_12h,12,66,0.9238023408901322
441,55,short_4h,4,59,0.7277379759777275
442,55,short_4h,4,59,2.1901238924718913
443,55,short_4h,4,59,0.10472244175518025
444,55,urgent_0h,0,55,0.7060046371893426
445,56,short_4h,4,60,0.0703966403734019
446,56,short_4h,4,60,0.8625751690871992
447,56,short_4h,4,60,0.30436844772575633
448,56,urgent_0h,0,56,0.08676449923004974
449,56,urgent_0h,0,56,0.2473444444559323
450,56,short_4h,4,60,0.903187869099586
451,56,short_4h,4,60,0.4513512507761093
452,56,short_4h,4,60,0.2679642666978139
453,56,flexible_12h,12,68,0.40613037379744527
454,56,urgent_0h,0,56,0.17979708717785728
455,56,urgent_0h,0,56,0.5283226489903521
456,56,short_4h,4,60,0.34196093812766126
457,56,short_4h,4,60,0.6466346971841037
458,56,urgent_0h,0,56,0.34615850746608706
459,56,flexible_12h,12,68,0.6907557880954175
460,57,urgent_0h,0,57,0.37492955396947925
461,57,short_4h,4,61,0.28215162348591905
462,57,short_4h,4,61,0.8551446331686559
463,57,short_4h,4,61,0.29946213924846593
464,57,short_4h,4,61,1.1359147199656812
465,58,short_4h,4,62,0.23066870244046253
466,58,urgent_0h,0,58,0.6175745484027492
467,58,short_4h,4,62,0.04469434362983371
468,58,short_4h,4,62,0.599232029840809
469,58,urgent_0h,0,58,0.9325232797793485
470,58,urgent_0h,0,58,2.6234202480418425
471,58,short_4h,4,62,0.22109257927049594
472,58,urgent_0h,0,58,1.385903581856925
473,59,short_4h,4,63,1.4341837503988781
474,59,short_4h,4,63,0.92651112885844
475,59,flexible_12h,12,71,0.4625947876111206
476,59,short_4h,4,63,0.12046015698315261
477,59,urgent_0h,0,59,0.3170822772076661
478,59,flexible_12h,12,71,2.2146199433431453
479,59,flexible_12h,12,71,0.5585921637901662
480,59,short_4h,4,63,0.4317411890084852
481,59,urgent_0h,0,59,0.292661728592112
482,59,short_4h,4,63,0.41234362124624313
483,59,short_4h,4,63,0.4834679561121745
484,59,flexible_12h,12,71,0.28546644767499957
485,60,flexible_12h,12,72,1.2375039926045814
486,60,short_4h,4,64,0.7796160141803903
487,60,short_4h,4,64,0.14360125931308626
488,60,short_4h,4,64,0.9025212973354256
489,60,short_4h,4,64,0.08264029919205718
490,60,short_4h,4,64,0.39408577282599583
491,60,short_4h,4,64,0.1285416617524286
492,61,urgent_0h,0,61,0.3766467971153397
493,61,short_4h,4,65,0.5240408913382456
494,61,flexible_12h,12,73,0.12307564032268062
495,61,flexible_12h,12,73,0.2806226336784287
496,61,flexible_12h,12,73,0.08599540841991518
497,61,flexible_12h,12,73,0.3735909530161977
498,61,urgent_0h,0,61,0.4793874295907368
499,61,short_4h,4,65,0.47150222806967035
500,61,short_4h,4,65,0.15215885110483038
501,61,short_4h,4,65,0.3972903502096534
502,61,short_4h,4,65,0.33327012851056
503,62,urgent_0h,0,62,0.4947562947105318
504,62,flexible_12h,12,74,0.6406903499467258
505,62,short_4h,4,66,0.5653426923132598
506,63,urgent_0h,0,63,0.38796863062386405
507,63,flexible_12h,12,75,1.3232754816073782
508,63,flexible_12h,12,75,0.3057024976284251
509,63,urgent_0h,0,63,0.3043816870824629
510,64,short_4h,4,68,0.035441245212069206
511,64,flexible_12h,12,76,0.8370702008856634
512,64,urgent_0h,0,64,0.02131895302587422
513,64,urgent_0h,0,64,0.37017545929542073
514,64,flexible_12h,12,76,0.2453627697980059
515,64,short_4h,4,68,0.8658979950515218
516,64,short_4h,4,68,0.9133782188264203
517,64,flexible_12h,12,76,0.3553336471531375
518,64,flexible_12h,12,76,0.09020511706143787
519,64,flexible_12h,12,76,0.7467658507513474
520,64,short_4h,4,68,0.1651625695660055
521,64,short_4h,4,68,0.27903399545803836
522,65,flexible_12h,12,77,0.20482163533138553
523,65,urgent_0h,0,65,0.4074798596046175
524,65,short_4h,4,69,0.512670910090345
525,65,short_4h,4,69,0.4549730956729396
526,65,urgent_0h,0,65,0.4107799300031638
527,65,urgent_0h,0,65,0.3041519260873577
528,65,urgent_0h,0,65,0.1423690572439305
529,66,short_4h,4,70,0.43576865905603485
530,66,short_4h,4,70,0.2909150548942081
531,66,urgent_0h,0,66,0.06931053834766693
532,66,short_4h,4,70,0.24565584146696157
533,66,urgent_0h,0,66,0.2561161862018232
534,66,short_4h,4,70,0.12701581480702287
535,66,short_4h,4,70,0.4154179215404851
536,67,urgent_0h,0,67,0.03548899829903903
537,67,short_4h,4,71,1.8727030818078902
538,67,short_4h,4,71,0.4832097782643786
539,67,short_4h,4,71,0.9418319112904889
540,67,short_4h,4,71,0.053367917718063394
541,67,short_4h,4,71,0.11693481246074212
542,67,short_4h,4,71,0.6678945019603403
543,68,flexible_12h,12,80,0.3210830012896955
544,68,short_4h,4,72,0.275493615278087
545,68,flexible_12h,12,80,0.12644317133873248
546,68,urgent_0h,0,68,0.2626805758311002
547,68,urgent_0h,0,68,0.3440759713034091
548,68,short_4h,4,72,0.45107071886394323
549,68,short_4h,4,72,0.07842152725114106
550,68,urgent_0h,0,68,0.21308882496413087
551,68,flexible_12h,12,80,1.889874076197694
552,68,urgent_0h,0,68,0.1362874561794171
553,68,urgent_0h,0,68,1.5607810017995059
554,68,flexible_12h,12,80,0.4390153809130684
555,68,short_4h,4,72,0.761114456858976
556,69,short_4h,4,73,0.4679125687293277
557,69,short_4h,4,73,0.43231050131396787
558,69,urgent_0h,0,69,0.27618266220932963
559,69,short_4h,4,73,0.18618572869995806
560,69,flexible_12h,12,81,1.001974220753548
561,69,short_4h,4,73,0.7279342706651033
562,69,urgent_0h,0,69,0.14679148683840576
563,69,urgent_0h,0,69,0.1820108365977174
564,70,short_4h,4,74,0.20041193188743983
565,70,urgent_0h,0,70,0.17042640484940255
566,70,flexible_12h,12,82,1.0191071366719857
567,70,flexible_12h,12,82,0.5281594440669931
568,70,flexible_12h,12,82,0.1891335028675104
569,70,urgent_0h,0,70,1.6671864123280717
570,70,urgent_0h,0,70,0.1778840507327479
571,70,flexible_12h,12,82,1.1680618690097593
572,70,short_4h,4,74,0.40613955081072844
573,70,urgent_0h,0,70,0.7254236697144353
574,70,short_4h,4,74,0.20653738695920562
575,70,urgent_0h,0,70,0.2543542495087016
576,70,flexible_12h,12,82,0.2452624764869958
577,71,short_4h,4,75,0.10716131939859322
578,71,short_4h,4,75,0.26753601174081887
579,71,urgent_0h,0,71,0.2352530329761044
580,71,flexible_12h,12,83,0.12214633912086892
581,71,short_4h,4,75,0.2619470323493991
582,72,urgent_0h,0,72,1.2162945517857506
583,72,short_4h,4,76,0.7668539953044491
584,72,urgent_0h,0,72,0.14262919267908472
585,72,short_4h,4,76,0.65075204668112
586,72,short_4h,4,76,0.15382865439770047
587,72,short_4h,4,76,0.7319441748599232
588,72,short_4h,4,76,0.6161816642416609
589,72,flexible_12h,12,84,0.6638222185305176
590,73,short_4h,4,77,0.2989847185319789
591,73,urgent_0h,0,73,0.10050745301027525
592,73,short_4h,4,77,0.2624328826884259
593,73,short_4h,4,77,0.3780150079743158
594,73,urgent_0h,0,73,2.730110674152201
595,73,urgent_0h,0,73,0.25571058974406946
596,73,flexible_12h,12,85,0.5294062985633484
597,73,short_4h,4,77,0.30076988783002206
598,74,short_4h,4,78,0.5465410514841276
599,74,short_4h,4,78,0.2092999861301514
600,74,flexible_12h,12,86,0.49686721880410883
601,74,flexible_12h,12,86,1.161874670349557
602,74,short_4h,4,78,0.18393373450300138
