time,day,hour_of_day,grid_price_per_mwh,grid_emissions_kg_per_mwh,grid_water_m3_per_mwh,pue,site_wue_m3_per_mwh_it
75,3,3,26.114003747777065,367.33765910194404,3.162963938007581,1.25,0.23089527737668733
76,3,4,25.653591689061276,400.072562760832,3.1226648408063817,1.25,0.2546503980827578
77,3,5,22.94427123790646,384.3096019092386,3.322152353820406,1.25,0.2587495215674643
78,3,6,19.179997931743774,383.6494236003362,3.6817691888198674,1.25,0.25936738622770333
79,3,7,15.899236377582845,381.7848925416898,3.9287148634848035,1.25,0.31832347898137464
80,3,8,19.381499125688247,353.5318342562,4.4298958487964075,1.25,0.3095660704256205
81,3,9,11.779992013815576,370.2495870867876,4.8875884448378715,1.25,0.37627708597134935
82,3,10,24.10002943567435,359.3028764018755,4.43391119002196,1.25,0.389886687837501
83,3,11,32.59955252144637,338.276738388595,5.153131359484805,1.25,0.4256846551290602
84,3,12,28.96094139719764,341.3113478780166,5.674882329618715,1.25,0.4657143408729656
85,3,13,30.09087394771419,318.86300271071684,5.99189147853489,1.25,0.5022892925269722
86,3,14,40.46276881527167,297.60998585988807,6.507386890041802,1.25,0.45437054638902935
87,3,15,40.43789613956561,292.2110460534813,6.444913854761081,1.25,0.5076380087226913
88,3,16,35.21009201149859,316.6236205647032,6.281334918878593,1.25,0.47961602242569124
89,3,17,42.13051160144846,283.6287283741857,6.123523861093386,1.25,0.47028267313518257
90,3,18,42.51120492674784,269.5321281242139,5.473195806594248,1.25,0.45462668836593045
91,3,19,45.254020941972115,323.4619369185877,5.145674932765094,1.25,0.42988189935721516
92,3,20,41.94142483506059,299.7182098870146,5.011495435254111,1.25,0.3736563333330737
93,3,21,39.86642503341794,301.774204254311,4.2562653257523255,1.25,0.3939048818531186
94,3,22,39.2997585860593,344.35967053188284,3.9276960105787797,1.25,0.37620857134130137
95,3,23,39.39973359288855,350.4287831602566,3.9731890544233237,1.25,0.33541179111190383
96,4,0,37.2624344962927,338.5640639339389,3.3368703707317167,1.25,0.28535621776712866
97,4,1,28.83949807760246,348.50825256596744,3.2318252904401796,1.25,0.22955247822103625
98,4,2,28.658677339532755,366.4125760166494,2.874496229312622,1.25,0.23670699440407905
99,4,3,24.929574754947012,387.0226081136594,2.8536177792135597,1.25,0.22547476558323504
100,4,4,22.383277010548728,391.1608635983512,3.0778032762993033,1.25,0.23553653613514322
101,4,5,23.669453719308347,384.4932087222953,3.161261086798803,1.25,0.2771511981206438
102,4,6,25.713721360123078,414.7547865724295,3.516852919901854,1.25,0.2724411276346584
103,4,7,15.949642007198939,385.6324589294585,3.8704641135397653,1.25,0.31575644275796866
104,4,8,20.96441100973529,370.09476070056223,4.05471264440306,1.25,0.34940054399865417
105,4,9,16.469867840370444,382.64341391660884,4.731415803596778,1.25,0.33562208084903683
106,4,10,23.66202761088552,354.702496259244,5.453243211163101,1.25,0.3941465936791781
107,4,11,26.76466499380552,328.2464516200528,5.353027313493014,1.25,0.4090242985525309
108,4,12,29.794942627284392,307.06746113790706,5.587679108483814,1.25,0.42277209897970086
109,4,13,26.388206733288825,305.1938938476773,5.9155184269255585,1.25,0.46925806508186513
110,4,14,33.55205430232175,303.7303047829352,6.126143874832165,1.25,0.4995386947935879
111,4,15,33.72638900977577,297.84158285736487,6.207239566475358,1.25,0.503614697610333
112,4,16,38.050808192739794,272.8451722695894,6.499165421656558,1.25,0.48311205855682143
113,4,17,44.1199361502925,268.5315857969897,6.200102981083903,1.25,0.4781001707597546
114,4,18,45.30856334356076,297.5017183686155,6.224729769882342,1.25,0.470011456271219
115,4,19,42.686676642998506,295.16588872203283,5.328771549753062,1.25,0.45068864353919164
116,4,20,44.64431092339379,293.13185035059774,5.250455189849457,1.25,0.3972424153685695
117,4,21,45.49464492514639,299.8666984213826,4.4950604208461264,1.25,0.38113704881932553
118,4,22,40.84041712367316,351.78346897582486,4.214770951600655,1.25,0.3197274793640736
119,4,23,36.84286217292231,328.53949556591755,3.8105766085243578,1.25,0.30220312957486967
120,5,0,38.45131971129649,317.62514618213095,3.458743872235367,1.25,0.24035145876591604
121,5,1,33.215408134459,361.12688832409737,3.0132379046495457,1.25,0.2274090908641651
122,5,2,25.35629487579825,384.97474559204954,2.8209907061291735,1.25,0.24225866057105538
123,5,3,21.137056284758955,387.7321873631373,3.177573449419434,1.25,0.24553974500327383
124,5,4,24.129988147008408,419.3589580192002,2.9532794870561605,1.25,0.2298862768786268
125,5,5,19.70107182003866,394.66215463345344,3.026196157569711,1.25,0.2517373982325555
126,5,6,21.64029014211444,373.47898148469443,3.483948838377296,1.25,0.2581808004951154
127,5,7,16.383031445793492,415.56811450291923,3.775387236910463,1.25,0.31150219069170754
128,5,8,14.257802839936723,398.5373327720737,3.7703699276049,1.25,0.34307525636509867
129,5,9,19.484428763615092,386.92561620901307,4.498656361336347,1.25,0.3425643822086494
130,5,10,22.61528764219128,389.01345668970987,4.754300900865592,1.25,0.389491703547104
131,5,11,23.623283547773944,373.6894317455228,5.660840714358808,1.25,0.4285294060848468
132,5,12,29.66955591594566,327.9162823984597,5.5847880696100685,1.25,0.43748942171664656
133,5,13,31.126818029787128,278.8643394451425,5.84384529873167,1.25,0.5073283851923875
134,5,14,41.580989871602625,285.31078481654436,5.888023886609843,1.25,0.4892286312706404
135,5,15,32.84854029904169,294.29181006488153,5.796296286471545,1.25,0.5003720725819878
136,5,16,41.50130175675544,277.2937720093945,6.058340340379188,1.25,0.5113211416825856
137,5,17,49.25418761489465,273.4334211501078,6.288213907836952,1.25,0.5109314853858788
138,5,18,47.208118622763735,284.5989491549079,5.582702952680476,1.25,0.4814023679513727
139,5,19,42.31899854042911,280.03044615447845,5.671398235331857,1.25,0.44046872231219636
140,5,20,43.17597786765904,303.20730849277135,5.287259680189461,1.25,0.3588933688891446
141,5,21,43.651778774679585,288.5013036349076,4.175309127818988,1.25,0.3644819853506348
142,5,22,39.996523417781916,320.95626962833114,4.7171982194761,1.25,0.30481068612926854
143,5,23,33.768050211566916,323.31411137970554,3.8257250775719656,1.25,0.2815143054056927
144,6,0,32.9939190585264,353.4199852512776,3.4072198325150573,1.25,0.28339129310335276
145,6,1,38.16880830521379,355.8033855036699,3.0852919367225304,1.25,0.24652058738571297
146,6,2,25.19789378363765,372.7960211466173,3.0454039317338415,1.25,0.2218815460140381
147,6,3,23.504079552971557,379.02914140554424,3.2463641366131197,1.25,0.24324049970366202
148,6,4,24.698999336962274,398.23131556476795,3.3095252454370123,1.25,0.22781850893834096
149,6,5,22.90265715732284,373.937969008207,3.069672931202905,1.25,0.24099503175884832
150,6,6,23.589087942091016,388.3661324035705,3.4695544375512615,1.25,0.28007360591170144
151,6,7,20.07567018079004,389.5589256330035,3.635522418713121,1.25,0.2907310277425334
152,6,8,15.512536458665037,383.5321851966988,3.7069715715668017,1.25,0.3115433823947994
153,6,9,19.4255140386618,362.81580025505156,4.889156654967454,1.25,0.34602491540767205
154,6,10,24.17917369988992,343.4807849286894,4.820837579623473,1.25,0.4055299279269858
155,6,11,21.617708946958267,337.67183527840984,5.465168823288567,1.25,0.4234821387519071
156,6,12,28.683325234072996,322.8220985418991,6.095350153101745,1.25,0.44162862272145537
157,6,13,32.21684856839238,309.05016725770247,5.935237977686695,1.25,0.4886012299853056
158,6,14,34.92021326485809,297.24640304976907,6.0727791899638195,1.25,0.4616485310907604
159,6,15,35.81130336504964,290.2586076903652,6.32857938747385,1.25,0.47370690864740406
160,6,16,37.58242061399285,273.44946925142426,5.437882797220996,1.25,0.5144094461893036
161,6,17,38.59523828849218,279.22158467846583,5.544381854822949,1.25,0.47132418756067546
162,6,18,45.77224564291605,254.3127280540067,5.852805899193011,1.25,0.4954238463715095
163,6,19,51.35805350924582,291.7435456915967,5.516424347240732,1.25,0.4231153251989396
164,6,20,38.266362287215884,314.98473564905004,4.57744462972448,1.25,0.4002291286053397
165,6,21,42.11026052524173,310.5486738911543,4.193683810011487,1.25,0.3594669024911516
166,6,22,38.585663314162005,320.7793288502639,4.218636993406714,1.25,0.3392025035082203
167,6,23,36.57338455255805,313.384673905589,3.9249763026626874,1.25,0.2897138569558779
168,7,0,33.40572994016874,382.6827506494525,3.678593019920615,1.25,0.24702070523004716
169,7,1,32.48373766691273,370.79643712671344,3.10022179916093,1.25,0.26147916936239285
170,7,2,23.323203325835966,384.7002799230951,2.927005659340837,1.25,0.2742902638334984
171,7,3,27.86431367297777,394.1413047014736,3.171211436416745,1.25,0.23604533002448105
172,7,4,24.580736043553408,400.4923017969366,2.8777743616477958,1.25,0.23780334891885377
173,7,5,21.47576293248946,370.0117260969643,3.1924114778357215,1.25,0.2558781202559459
174,7,6,22.353612676192387,399.05212644967963,3.6310324054944427,1.25,0.2807290665562335
175,7,7,23.890052966437164,383.2490145265911,3.575295740387625,1.25,0.30039350879956583
176,7,8,20.527072732192405,376.21917291664397,4.078447506377595,1.25,0.3189069868597908
177,7,9,20.878869992152715,353.46769226918934,4.615820164766187,1.25,0.3475869186755469
178,7,10,25.651032909415058,339.2810058911305,5.000102864820907,1.25,0.36693564947477847
179,7,11,27.860356423076297,351.86440344311876,5.688150283474426,1.25,0.4499552909631199
