"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AT1","AT2","AT3","AT4","AT5","AT6","AU1","AU2","AW1","AW2","AW3","AX1","GA1","GA2","GA3","GD1","GD2","GD3","GF1","KA1","KA2","KB1","KB2","KB3","KC1","KC2","KD1","KD2","KE1","KG1","KG2","MA1","MD1","MF1","MG1","MH1","MK1","MV1","MW1","MW2","OC1","OD1","OE1","OE2","OE3","RH1","RH2","RH3","REM","EQD"
"72692024230","2012-01-01T07:59:00","6","44.2558","-121.1392","927.5","REDMOND AIRPORT, OR US","SOM  ","KRDM ","V030","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,"00206,9,5","00132,9,2728,9999,9999,U","04,5,02,5,01,5,00,5","005,0015,9,282138,5","010,0025,9,282143,5","015,0030,9,282150,5","020,0036,9,282155,5","030,0046,9,282155,5","045,0053,9,282205,5","060,0058,9,282205,5","080,0063,9,282205,5","100,0063,9,282205,5","120,0069,9,282259,5","150,0069,9,282259,5","180,0069,9,282259,5",,,,,,,,,,,,,,,,,,,,,,"744,N,-0900,5","744,M,+0867,5","744,A,-0017,5","N,9,-0172,229999,5","M,9,+0144,179999,5","744,H,1021,5","744,C,0000,5","01,5,00,5,29,5,00,5",,,,,,,"09153,U,10264,U","10433,010756,U,10051,300156,U",,,,,,,,,,,,"SOM812PCP MTOT:0.81 DEPNRM:-0.2 PCP GT 24HRS:0.52 DATE(S):27-28 DAYS W/PCP >=.01:4  DAYS W/PCP >=.10:2  DAYS W/ PCP >=.50:1 DAYS W/PCP >=1.00:0 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.06  28/2138 MIN:10 0.10  28/2143 MIN:15 0.12  28/2150 MIN:20 0.14  28/2155 MIN:30 0.18  28/2155 MIN:45 0.21  28/2205 MIN:60 0.23  28/2205 MIN:80 0.25  28/2205 MIN:100 0.25  28/2205 MIN:120 0.27  28/2259 MIN:150 0.27  28/2259 MIN:180 0.27  28/2259 AVG DLY MIN:15.8  AVG DLY MAX:47.6  AVG MLY TMP:31.7  DEP NORM:-1.0  MIN TMP:1  DATE(S):22 MAX TMP:58  DATE(S):17 DAYS MAX <=32:1 DAYS MAX >=90:0  DAYS MIN <=32:29 DAYS MIN  <=0:0  AVG STP:27.025 LWST SLP:29.67 DATE/TIME:300147 HGST SLP:30.82 DATE/TIME:010825 HDD MTH TOT:1021 DEP NORM:+19 SEASON(JUL 1-JUN 30):2599 DEP NORM:-6 CDD MTH TOT:0 DEP NORM: 0 SEASON(JAN 1-DEC 31):141 DEP NORM:-156","R01  0.527ADP081"
"72692024230","2012-01-01T08:56:00","7","44.2558","-121.1392","927.5","REDMOND AIRPORT, OR US","FM-15","KRDM ","V030","100,5,N,0015,5","03048,5,M,N","016093,5,N,5","+0017,5","-0056,5","10267,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08,5,+03048,5,99,9",,,"4,99,1,+03048,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10254,5,09163,5","1,9,007,9,+999,9",,,,,,,,,,,,,,,,"MET10001/01/12 00:56:02 METAR KRDM 010856Z 10003KT 10SM OVC100 02/M06 A3028 RMK AO2 SLP267 T00171056 51007",
"72692024230","2012-01-01T09:56:00","7","44.2558","-121.1392","927.5","REDMOND AIRPORT, OR US","FM-15","KRDM ","V030","110,5,N,0015,5","03048,5,M,N","016093,5,N,5","+0017,5","-0056,5","10268,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08,5,+03048,5,99,9",,,"4,99,1,+03048,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10254,5,09163,5",,,,,,,,,,,,,,,,,"MET09401/01/12 01:56:02 METAR KRDM 010956Z 11003KT 10SM OVC100 02/M06 A3028 RMK AO2 SLP268 T00171056",
"72692024230","2012-01-01T10:56:00","7","44.2558","-121.1392","927.5","REDMOND AIRPORT, OR US","FM-15","KRDM ","V030","120,5,N,0021,5","03048,5,M,N","016093,5,N,5","+0022,5","-0056,5","10271,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+02438,5,99,9","08,5,+03048,5,99,9",,"1,99,1,+02438,5,9","4,99,1,+03048,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10261,5,09169,5",,,,,,,,,,,,,,,,,"MET10101/01/12 02:56:02 METAR KRDM 011056Z 12004KT 10SM FEW080 OVC100 02/M06 A3030 RMK AO2 SLP271 T00221056",
"72692024230","2012-01-01T11:56:00","7","44.2558","-121.1392","927.5","REDMOND AIRPORT, OR US","FM-15","KRDM ","V030","999,9,V,0015,5","03048,5,M,N","016093,5,N,5","+0017,5","-0050,5","10278,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+03048,5,99,9",,,"3,99,1,+03048,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0028,1","999,N,+0006,1",,,,,,,,,,,"10264,5,09173,5","3,9,009,9,+999,9",,,,,,,,,,,,,,,,"MET11201/01/12 03:56:02 METAR KRDM 011156Z VRB03KT 10SM BKN100 02/M05 A3031 RMK AO2 SLP278 T00171050 10028 20006 53009",
"72692024230","2012-01-01T12:56:00","7","44.2558","-121.1392","927.5","REDMOND AIRPORT, OR US","FM-15","KRDM ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0011,5","-0050,5","10275,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10261,5,09169,5",,,,,,,,,,,,,,,,,"MET09101/01/12 04:56:02 METAR KRDM 011256Z 00000KT 10SM CLR 01/M05 A3030 RMK AO2 SLP275 T00111050","Q01    099SCCGD1P01    003SCCGA1"
"72692024230","2012-01-01T13:56:00","7","44.2558","-121.1392","927.5","REDMOND AIRPORT, OR US","FM-15","KRDM ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","-0006,5","-0056,5","10280,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10264,5,09173,5",,,,,,,,,,,,,,,,,"MET09701/01/12 05:56:02 METAR KRDM 011356Z 00000KT 10SM CLR M01/M06 A3031 RMK AO2 SLP280 T10061056 (KC)","Q01    099SCCGD1P01    003SCCGA1"
"72692024230","2012-01-01T14:56:00","7","44.2558","-121.1392","927.5","REDMOND AIRPORT, OR US","FM-15","KRDM ","V030","160,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0006,5","-0061,5","10284,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10268,5,09176,5","3,9,003,9,+999,9",,,,,,,,,,,,,,,,"MET10201/01/12 06:56:02 METAR KRDM 011456Z 16007KT 10SM CLR 01/M06 A3032 RMK AO2 SLP284 T00061061 53003 (KC)","Q01    099SCCGD1P01    003SCCGA1"
"72692024230","2012-01-01T15:56:00","7","44.2558","-121.1392","927.5","REDMOND AIRPORT, OR US","FM-15","KRDM ","V030","160,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0017,5","-0067,5","10289,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10271,5,09179,5",,,,,,,,,,,,,,,,,"MET09601/01/12 07:56:02 METAR KRDM 011556Z 16007KT 10SM CLR 02/M07 A3033 RMK AO2 SLP289 T00171067 (KC)","Q01    099SCCGD1P01    003SCCGA1"
"72692024230","2012-01-01T16:56:00","7","44.2558","-121.1392","927.5","REDMOND AIRPORT, OR US","FM-15","KRDM ","V030","160,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0033,5","-0067,5","10294,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10278,5,09185,5",,,,,,,,,,,,,,,,,"MET09601/01/12 08:56:02 METAR KRDM 011656Z 16004KT 10SM CLR 03/M07 A3035 RMK AO2 SLP294 T00331067 (KC)","Q01    099SCCGD1P01    003SCCGA1"
"72692024230","2012-01-01T17:56:00","7","44.2558","-121.1392","927.5","REDMOND AIRPORT, OR US","FM-15","KRDM ","V030","150,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0056,5","-0067,5","10289,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0056,1","999,N,-0011,1",,,,,,,,,,,"10278,5,09185,5","1,9,011,9,+999,9",,,,,,,,,,,,,,,,"MET11401/01/12 09:56:02 METAR KRDM 011756Z 15008KT 10SM CLR 06/M07 A3035 RMK AO2 SLP289 T00561067 10056 21011 51011 (KC)","Q01    099SCCGD1P01    003SCCGA1"
"72692024230","2012-01-01T18:56:00","7","44.2558","-121.1392","927.5","REDMOND AIRPORT, OR US","FM-15","KRDM ","V030","320,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0044,5","-0028,5","10290,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10274,5,09182,5",,,,,,,,,,,,,,,,,"MET09601/01/12 10:56:02 METAR KRDM 011856Z 32005KT 10SM CLR 04/M03 A3034 RMK AO2 SLP290 T00441028 (WY)","Q01    099SCCGD1P01    003SCCGA1"
"72692024230","2012-01-01T19:56:00","7","44.2558","-121.1392","927.5","REDMOND AIRPORT, OR US","FM-15","KRDM ","V030","330,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0033,5","-0022,5","10286,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10271,5,09179,5",,,,,,,,,,,,,,,,,"MET09601/01/12 11:56:02 METAR KRDM 011956Z 33006KT 10SM CLR 03/M02 A3033 RMK AO2 SLP286 T00331022 (WY)","Q01    099SCCGD1P01    003SCCGA1"
"72692024230","2012-01-01T20:56:00","7","44.2558","-121.1392","927.5","REDMOND AIRPORT, OR US","FM-15","KRDM ","V030","320,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0022,5","-0022,5","10283,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10268,5,09176,5","8,9,010,9,+999,9",,,,,,,,,,,,,,,,"MET10201/01/12 12:56:02 METAR KRDM 012056Z 32010KT 10SM CLR 02/M02 A3032 RMK AO2 SLP283 T00221022 58010 (KC)","Q01    099SCCGD1P01    003SCCGA1"
"72692024230","2012-01-01T21:56:00","7","44.2558","-121.1392","927.5","REDMOND AIRPORT, OR US","FM-15","KRDM ","V030","300,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0028,5","-0022,5","10280,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10264,5,09173,5",,,,,,,,,,,,,,,,,"MET09601/01/12 13:56:02 METAR KRDM 012156Z 30007KT 10SM CLR 03/M02 A3031 RMK AO2 SLP280 T00281022 (KC)","Q01    099SCCGD1P01    003SCCGA1"
"72692024230","2012-01-01T22:56:00","7","44.2558","-121.1392","927.5","REDMOND AIRPORT, OR US","FM-15","KRDM ","V030","300,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0022,5","-0022,5","10280,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10264,5,09173,5",,,,,,,,,,,,,,,,,"MET09601/01/12 14:56:02 METAR KRDM 012256Z 30006KT 10SM CLR 02/M02 A3031 RMK AO2 SLP280 T00221022 (WT)","Q01    099SCCGD1P01    003SCCGA1"
"72692024230","2012-01-01T23:56:00","7","44.2558","-121.1392","927.5","REDMOND AIRPORT, OR US","FM-15","KRDM ","V030","310,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0017,5","-0017,5","10281,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0067,1","999,N,+0017,1",,,,,,,,,,,"10264,5,09173,5","6,9,003,9,+999,9",,,,,,,,,,,,,,,,"MET11401/01/12 15:56:02 METAR KRDM 012356Z 31004KT 10SM CLR 02/M02 A3031 RMK AO2 SLP281 T00171017 10067 20017 56003 (WT)","Q01    099SCCGD1P01    003SCCGA1"
"72692024230","2012-01-02T00:56:00","7","44.2558","-121.1392","927.5","REDMOND AIRPORT, OR US","FM-15","KRDM ","V030","300,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0006,5","-0022,5","10281,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10264,5,09173,5",,,,,,,,,,,,,,,,,"MET09101/01/12 16:56:01 METAR KRDM 020056Z 30004KT 10SM CLR 01/M02 A3031 RMK AO2 SLP281 T00061022","Q01    099SCCGD1P01    003SCCGA1"
"72692024230","2012-01-02T01:56:00","7","44.2558","-121.1392","927.5","REDMOND AIRPORT, OR US","FM-15","KRDM ","V030","280,5,N,0015,5","22000,5,9,N","016093,5,N,5","-0006,5","-0022,5","10281,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10261,5,09169,5",,,,,,,,,,,,,,,,,"MET09201/01/12 17:56:01 METAR KRDM 020156Z 28003KT 10SM CLR M01/M02 A3030 RMK AO2 SLP281 T10061022","Q01    099SCCGD1P01    003SCCGA1"
"72692024230","2012-01-02T02:56:00","7","44.2558","-121.1392","927.5","REDMOND AIRPORT, OR US","FM-15","KRDM ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","-0017,5","-0028,5","10279,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10257,5,09166,5","8,9,006,9,+999,9",,,,,,,,,,,,,,,,"MET09801/01/12 18:56:01 METAR KRDM 020256Z 00000KT 10SM CLR M02/M03 A3029 RMK AO2 SLP279 T10171028 58006","Q01    099SCCGD1P01    003SCCGA1"
"72692024230","2012-01-02T03:56:00","7","44.2558","-121.1392","927.5","REDMOND AIRPORT, OR US","FM-15","KRDM ","V030","270,5,N,0015,5","22000,5,9,N","016093,5,N,5","-0022,5","-0039,5","10277,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10257,5,09166,5",,,,,,,,,,,,,,,,,"MET09201/01/12 19:56:01 METAR KRDM 020356Z 27003KT 10SM CLR M02/M04 A3029 RMK AO2 SLP277 T10221039","Q01    099SCCGD1P01    003SCCGA1"
"72692024230","2012-01-02T04:56:00","7","44.2558","-121.1392","927.5","REDMOND AIRPORT, OR US","FM-15","KRDM ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","-0033,5","-0044,5","10273,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10254,5,09163,5",,,,,,,,,,,,,,,,,"MET09201/01/12 20:56:01 METAR KRDM 020456Z 00000KT 10SM CLR M03/M04 A3028 RMK AO2 SLP273 T10331044","Q01    099SCCGD1P01    003SCCGA1"
"72692024230","2012-01-02T05:56:00","7","44.2558","-121.1392","927.5","REDMOND AIRPORT, OR US","FM-15","KRDM ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","-0039,5","-0050,5","10265,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0017,1","999,N,-0039,1",,,,,,,,,,,"10247,5,09157,5","8,9,009,9,+999,9",,,,,,,,,,,,,,,,"MET11001/01/12 21:56:01 METAR KRDM 020556Z 00000KT 10SM CLR M04/M05 A3026 RMK AO2 SLP265 T10391050 10017 21039 58009","Q01    099SCCGD1P01    003SCCGA1"
"72692024230","2012-01-02T06:56:00","7","44.2558","-121.1392","927.5","REDMOND AIRPORT, OR US","FM-15","KRDM ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","-0039,5","-0050,5","10266,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10247,5,09157,5",,,,,,,,,,,,,,,,,"MET09201/01/12 22:56:01 METAR KRDM 020656Z 00000KT 10SM CLR M04/M05 A3026 RMK AO2 SLP266 T10391050","Q01    099SCCGD1P01    003SCCGA1"
"72692024230","2012-01-02T07:56:00","7","44.2558","-121.1392","927.5","REDMOND AIRPORT, OR US","FM-15","KRDM ","V030","240,5,N,0015,5","22000,5,9,N","016093,5,N,5","-0033,5","-0044,5","10262,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10240,5,09151,5",,,,,,,,,,,,,,,,,"MET10201/01/12 23:56:01 METAR KRDM 020756Z 24003KT 10SM CLR M03/M04 A3024 RMK AO2 SLP262 T10331044 400671044","Q01    099SCCGD1P01    003SCCGA1"
