cell_id,scenario,topology,n_nodes,memory,gamma,cadence,cadence_over_tau_relax,pumping_quality,absolute_pumping_scale_known,recharge_quality,recharge_lag,confounding_rho,mcar_fraction,blocks_per_node,observed_node_fraction,snr_head,process_noise_sd,est_rate_L,est_rate_N,nire_L,nire_N,nire_S,nire_B0,shape_error_L,rmse_L,rmse_B0,rmse_ratio_L_vs_B0,edge_f1,false_edge_any_rate,false_edge_count_median,absolute_S_identifiable,physical_parameter_identifiable,placebo_false_effect_rate_L,classification
CURVE_curve_coupling_strength_HIGH,S5,path5,5,MED,HIGH,4,0.199999999999998,P-MULTNOISE,True,R-NOISE,0,0.3,0.1,0,1.0,10.0,0.05,1.0,1.0,0.9143245224027868,0.750481795245964,0.926040409036097,1.0,0.0222147680617581,0.5509180227653472,0.6801377040358793,0.8100095311526571,0.8782051282051282,0.0,0.0,False,False,,FORECASTING_ONLY;NETWORK_CONDITIONALLY_TESTABLE;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
CURVE_curve_coupling_strength_LOW,S5,path5,5,MED,LOW,4,0.1999999999999995,P-MULTNOISE,True,R-NOISE,0,0.3,0.1,0,1.0,10.0,0.05,1.0,1.0,0.7740166753977622,0.674132723842421,0.7723151309549999,1.0,0.0238574789831111,0.60959744687774,0.7669778279766553,0.7948045232101475,0.6333333333333333,0.8333333333333334,1.0,False,False,,FORECASTING_ONLY;SPATIAL_FORCING_DIAGNOSTIC_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
CURVE_curve_coupling_strength_MED,S5,path5,5,MED,MED,4,0.2000000000000004,P-MULTNOISE,True,R-NOISE,0,0.3,0.1,0,1.0,10.0,0.05,1.0,1.0,0.849709637254372,0.7326996062141401,0.8886819556514698,1.0,0.0371121864928198,0.5169733385739854,0.6446839837297764,0.8019019420694624,0.7272727272727273,0.8,1.0,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
CURVE_curve_coupling_strength_NONE,S5,path5,5,MED,NONE,4,0.2,P-MULTNOISE,True,R-NOISE,0,0.3,0.1,0,1.0,10.0,0.05,1.0,1.0,0.5804108257126528,0.5726621160263957,0.5678248512510289,1.0,0.0512883522654981,0.6579131547619239,0.8034057540525179,0.8189052062961908,0.0,0.9833333333333332,3.0,False,False,,FORECASTING_ONLY;SPATIAL_FORCING_DIAGNOSTIC_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
CURVE_curve_memory_HIGH,S5,path5,5,HIGH,MED,4,0.0499999999999972,P-MULTNOISE,True,R-NOISE,0,0.3,0.1,0,1.0,10.0,0.05,1.0,1.0,0.7699019105493068,0.70041835233294,0.922806837683831,1.0,0.0281256980859937,0.8362200553505519,1.0050669767201947,0.8320043088863232,0.6333333333333333,0.9,1.0,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
CURVE_curve_memory_LOW,S5,path5,5,LOW,MED,4,0.9999999999999942,P-MULTNOISE,True,R-NOISE,0,0.3,0.1,0,1.0,10.0,0.05,1.0,1.0,0.8101611555741808,0.73470920400711,0.6401875400067685,1.0,0.0588896882248128,0.3114784778486886,0.3808702465230497,0.8178073259651129,0.7272727272727273,0.0,0.0,False,False,,FORECASTING_ONLY;SPATIAL_FORCING_DIAGNOSTIC_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
CURVE_curve_memory_MED,S5,path5,5,MED,MED,4,0.2000000000000004,P-MULTNOISE,True,R-NOISE,0,0.3,0.1,0,1.0,10.0,0.05,1.0,1.0,0.849709637254372,0.7326996062141401,0.8886819556514698,1.0,0.0371121864928198,0.5169733385739854,0.6446839837297764,0.8019019420694624,0.7272727272727273,0.8,1.0,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
CURVE_curve_missing_0p0,S5,path5,5,MED,MED,4,0.2000000000000004,P-MULTNOISE,True,R-NOISE,0,0.3,0.0,0,1.0,10.0,0.05,1.0,1.0,0.8419891955429032,0.7305986657825336,0.9204968855112564,1.0,0.0345156517502671,0.5101100192030867,0.6440168760297211,0.792075546758724,0.8,0.85,1.5,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
CURVE_curve_missing_0p1,S5,path5,5,MED,MED,4,0.2000000000000004,P-MULTNOISE,True,R-NOISE,0,0.3,0.1,0,1.0,10.0,0.05,1.0,1.0,0.849709637254372,0.7326996062141401,0.8886819556514698,1.0,0.0371121864928198,0.5169733385739854,0.6446839837297764,0.8019019420694624,0.7272727272727273,0.8,1.0,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
CURVE_curve_missing_0p3,S5,path5,5,MED,MED,4,0.2000000000000004,P-MULTNOISE,True,R-NOISE,0,0.3,0.3,0,1.0,10.0,0.05,1.0,0.3833333333333333,0.8431261990582504,0.8305197938153861,0.9831937941029888,1.0,0.0325119117719628,0.5417711273827563,0.6632545184828501,0.8168374466894266,0.5714285714285715,0.6086956521739131,1.0,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
CURVE_curve_missing_0p5,S5,path5,5,MED,MED,4,0.2000000000000004,P-MULTNOISE,True,R-NOISE,0,0.3,0.5,0,1.0,10.0,0.05,0.9333333333333332,0.0,0.84383550335167,,1.0760331765027122,1.0,0.0485616681305313,0.6175244840275194,0.7395025102426525,0.835053938931041,,,,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
CURVE_curve_observed_nodes_0p4,S5,path5,5,MED,MED,4,0.2000000000000004,P-MULTNOISE,True,R-NOISE,0,0.3,0.1,0,0.4,10.0,0.05,1.0,1.0,0.8940682149537216,0.9167726197439398,1.0,1.0,0.0209602287586558,0.5116320940669392,0.643642546337597,0.7949009849926593,0.0,0.35,0.0,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
CURVE_curve_observed_nodes_0p6,S5,path5,5,MED,MED,4,0.2000000000000004,P-MULTNOISE,True,R-NOISE,0,0.3,0.1,0,0.6,10.0,0.05,1.0,1.0,0.8617623488739552,0.8749323491423678,1.0,1.0,0.0283829652769318,0.5257532972647627,0.6430164702610512,0.8176358174018744,0.3333333333333333,0.65,1.0,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
CURVE_curve_observed_nodes_0p8,S5,path5,5,MED,MED,4,0.2000000000000004,P-MULTNOISE,True,R-NOISE,0,0.3,0.1,0,0.8,10.0,0.05,1.0,1.0,0.8305299754681947,0.787448082188448,0.9693225459242294,1.0,0.0230811651132056,0.5143548105728433,0.6468564340961771,0.7951606932557264,0.5714285714285715,0.65,1.0,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
CURVE_curve_observed_nodes_1p0,S5,path5,5,MED,MED,4,0.2000000000000004,P-MULTNOISE,True,R-NOISE,0,0.3,0.1,0,1.0,10.0,0.05,1.0,1.0,0.849709637254372,0.7326996062141401,0.8886819556514698,1.0,0.0371121864928198,0.5169733385739854,0.6446839837297764,0.8019019420694624,0.7272727272727273,0.8,1.0,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
CURVE_curve_process_noise_0p05,S5,path5,5,MED,MED,4,0.2000000000000004,P-MULTNOISE,True,R-NOISE,0,0.3,0.1,0,1.0,10.0,0.05,1.0,1.0,0.849709637254372,0.7326996062141401,0.8886819556514698,1.0,0.0371121864928198,0.5169733385739854,0.6446839837297764,0.8019019420694624,0.7272727272727273,0.8,1.0,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
CURVE_curve_process_noise_0p25,S5,path5,5,MED,MED,4,0.2000000000000004,P-MULTNOISE,True,R-NOISE,0,0.3,0.1,0,1.0,10.0,0.25,1.0,1.0,0.8445365228713559,0.6906121220273432,0.9891754815074728,1.0,0.0388368168864487,0.6773185321491508,0.781304082525108,0.8669077089167578,0.7272727272727273,0.85,2.0,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
CURVE_curve_process_noise_1p0,S5,path5,5,MED,MED,4,0.2000000000000004,P-MULTNOISE,True,R-NOISE,0,0.3,0.1,0,1.0,10.0,1.0,1.0,1.0,0.8418261606650226,1.0139269619247326,1.9086834803252664,1.0,0.0573748925273533,1.8851364614634925,1.9153137475961837,0.9842442074200296,0.7272727272727273,0.9666666666666668,2.0,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
CURVE_curve_pumping_quality_PEXACT,S5,path5,5,MED,MED,4,0.2000000000000004,P-EXACT,True,R-NOISE,0,0.3,0.1,0,1.0,10.0,0.05,1.0,1.0,0.7063632901983188,0.6302160921727836,0.7657149778147918,1.0,0.0281091522000648,0.4526189586570074,0.6446839837297764,0.7020788015213445,0.75,0.75,1.0,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
CURVE_curve_pumping_quality_PMULTNOISE,S5,path5,5,MED,MED,4,0.2000000000000004,P-MULTNOISE,True,R-NOISE,0,0.3,0.1,0,1.0,10.0,0.05,1.0,1.0,0.849709637254372,0.7326996062141401,0.8886819556514698,1.0,0.0371121864928198,0.5169733385739854,0.6446839837297764,0.8019019420694624,0.7272727272727273,0.8,1.0,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
CURVE_curve_pumping_quality_PSCALEBIAS,S5,path5,5,MED,MED,4,0.2000000000000004,P-SCALEBIAS,False,R-NOISE,0,0.3,0.1,0,1.0,10.0,0.05,1.0,1.0,0.7373218658140444,0.636501878196445,0.8683762601131539,1.0,0.0312252377166543,0.4508790710004435,0.6446839837297764,0.6993799789967056,0.775,0.7333333333333333,1.0,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
CURVE_curve_pumping_quality_PSPATIALAGG,S5,path5,5,MED,MED,4,0.2000000000000004,P-SPATIALAGG,False,R-NOISE,0,0.3,0.1,0,1.0,10.0,0.05,1.0,1.0,0.7798176071757652,0.8031308341665884,0.9827132259578402,1.0,0.0353988081940624,0.5481597594418453,0.6446839837297764,0.8502766832681391,0.75,0.85,1.0,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
CURVE_curve_pumping_quality_PTEMPAGG,S5,path5,5,MED,MED,4,0.2000000000000004,P-TEMPAGG,True,R-NOISE,0,0.3,0.1,0,1.0,10.0,0.05,1.0,1.0,0.8064975858532278,0.8501229678490656,2.655050200971984,1.0,0.0503813857151863,0.5620551363021657,0.6446839837297764,0.8718304634317624,0.75,0.85,1.0,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
CURVE_curve_recharge_quality_REXACT,S5,path5,5,MED,MED,4,0.2000000000000004,P-MULTNOISE,True,R-EXACT,0,0.3,0.1,0,1.0,10.0,0.05,1.0,1.0,0.8565226087426112,0.7671822245212662,0.8925187299895225,1.0,0.0397938495619271,0.4585060742812767,0.6446839837297764,0.7112105866639035,0.75,0.8166666666666667,1.0,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
CURVE_curve_recharge_quality_RLAG,S5,path5,5,MED,MED,4,0.2000000000000004,P-MULTNOISE,True,R-LAG,4,0.3,0.1,0,1.0,10.0,0.05,1.0,1.0,0.8595516430109602,0.7716748301153151,0.8873945340641998,1.0,0.0692772163853032,0.5647648305328455,0.6446839837297764,0.8760335990750632,0.75,0.7833333333333333,1.0,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
CURVE_curve_recharge_quality_RNOISE,S5,path5,5,MED,MED,4,0.2000000000000004,P-MULTNOISE,True,R-NOISE,0,0.3,0.1,0,1.0,10.0,0.05,1.0,1.0,0.849709637254372,0.7326996062141401,0.8886819556514698,1.0,0.0371121864928198,0.5169733385739854,0.6446839837297764,0.8019019420694624,0.7272727272727273,0.8,1.0,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
CURVE_curve_recharge_quality_RNOISELAG,S5,path5,5,MED,MED,4,0.2000000000000004,P-MULTNOISE,True,R-NOISELAG,4,0.3,0.1,0,1.0,10.0,0.05,1.0,1.0,0.8446289692989981,0.8046434534707525,0.8781311874093636,1.0,0.0458322950524403,0.5781389077015908,0.6446839837297764,0.8967787664846372,0.7272727272727273,0.7833333333333333,1.5,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
CURVE_curve_recharge_quality_RSCALE,S5,path5,5,MED,MED,4,0.2000000000000004,P-MULTNOISE,True,R-SCALE,0,0.3,0.1,0,1.0,10.0,0.05,1.0,1.0,0.8565226087426117,0.7671822245212672,0.8925187299895243,1.0,0.0397938495619269,0.4585060742812766,0.6446839837297764,0.7112105866639034,0.75,0.8166666666666667,1.0,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
CURVE_curve_snr_10,S5,path5,5,MED,MED,4,0.2000000000000004,P-MULTNOISE,True,R-NOISE,0,0.3,0.1,0,1.0,10.0,0.05,1.0,1.0,0.849709637254372,0.7326996062141401,0.8886819556514698,1.0,0.0371121864928198,0.5169733385739854,0.6446839837297764,0.8019019420694624,0.7272727272727273,0.8,1.0,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
CURVE_curve_snr_2,S5,path5,5,MED,MED,4,0.2000000000000004,P-MULTNOISE,True,R-NOISE,0,0.3,0.1,0,1.0,2.0,0.05,1.0,1.0,0.9359861076000888,0.9407517057440502,1.166986107201267,1.0,0.3378363446577193,1.643756382704825,1.7153118439817798,0.9582842842670216,0.6666666666666665,0.95,2.0,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
CURVE_curve_snr_20,S5,path5,5,MED,MED,4,0.2000000000000004,P-MULTNOISE,True,R-NOISE,0,0.3,0.1,0,1.0,20.0,0.05,1.0,1.0,0.8311926143699038,0.7467198275027528,0.8185387565846347,1.0,0.0236513871417058,0.4039481185345449,0.5553945725460364,0.7273173676918886,0.7386363636363636,0.7,1.0,False,False,,FORECASTING_ONLY;SPATIAL_FORCING_DIAGNOSTIC_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
CURVE_curve_snr_5,S5,path5,5,MED,MED,4,0.2000000000000004,P-MULTNOISE,True,R-NOISE,0,0.3,0.1,0,1.0,5.0,0.05,1.0,1.0,0.8851601711232542,0.7710073711138783,0.9906617746994146,1.0,0.1280212378983676,0.7979642011299799,0.8903793461235843,0.896206998291291,0.75,0.8833333333333333,2.0,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
C_G0,S0,single,1,MED,MED,1,0.05,P-EXACT,True,R-EXACT,0,0.0,0.0,0,1.0,inf,0.0,1.0,0.0,4.342754643737851e-15,,,1.0,9.288159305131255e-16,5.023379022571656e-15,0.1984264351971177,2.5316077555802527e-14,,,,True,True,,LOCAL_RESPONSE_CREDIBLE;NETWORK_NOT_EARNED
G1R1,S1,single,1,MED,MED,4,0.2,P-MULTNOISE,True,R-NOISE,0,0.3,0.1,0,1.0,10.0,0.05,1.0,0.0,0.5648338842738063,,,1.0,0.0460803548311076,0.6144297885350176,0.7364144836779727,0.834353210255031,,,,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
G1R2,S1,single,1,MED,MED,1,0.05,P-MULTNOISE,True,R-NOISE,0,0.3,0.1,0,1.0,10.0,0.05,1.0,0.0,0.5303282436861227,,,1.0,0.1299343562297814,0.5014829151185485,0.5330310993606305,0.9408136142901905,,,,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
G1R3,S1,single,1,MED,MED,4,0.2,P-MULTNOISE,True,R-NOISE,0,0.3,0.3,0,1.0,10.0,0.05,1.0,0.0,0.5717300402578194,,,1.0,0.0486201891932208,0.6473148546666574,0.7365972438044337,0.8787907640318557,,,,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
G1R4,S2,single,1,MED,MED,4,0.2,P-MULTNOISE,True,R-NOISE,0,0.6,0.1,0,1.0,10.0,0.05,1.0,0.0,0.5463766077976233,,,1.0,0.0318136248538247,0.5525489582402465,0.6770584414087044,0.8161023102977634,,,,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
G1R5,S3,single,1,MED,MED,4,0.2,P-MULTNOISE,True,R-NOISE,0,0.3,0.1,0,1.0,10.0,0.05,1.0,0.0,0.5410808535099827,,,1.0,0.0372631158549151,0.6588561430020148,0.7364144836779727,0.8946811308101954,,,,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
G1R6,S1,path5,5,MED,MED,4,0.2000000000000004,P-MULTNOISE,True,R-NOISE,0,0.3,0.1,0,1.0,10.0,0.05,1.0,1.0,0.849709637254372,0.7326996062141401,0.8886819556514698,1.0,0.0371121864928198,0.5169733385739854,0.6446839837297764,0.8019019420694624,0.7272727272727273,0.8,1.0,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
G2R1,S4,path5,5,MED,HIGH,1,0.0499999999999995,P-EXACT,True,R-EXACT,0,0.0,0.0,0,1.0,20.0,0.02,1.0,1.0,0.8234171422087457,0.2292869607919644,0.8303873984443129,1.0,0.0374925840320318,0.218691064853405,0.3117448137753212,0.7015066656763012,1.0,0.3,0.0,True,True,,FORECASTING_ONLY;NETWORK_NOT_EARNED
G2R2,S4,star5,5,MED,HIGH,1,0.049999999999998,P-EXACT,True,R-EXACT,0,0.0,0.0,0,1.0,20.0,0.02,1.0,1.0,0.8226450927861861,0.3029882142364223,0.8075971885610338,1.0,0.0557934967924817,0.1990314722395716,0.2809815234731826,0.7083436297852073,0.888888888888889,0.6,1.0,True,True,,FORECASTING_ONLY;SPATIAL_FORCING_DIAGNOSTIC_ONLY;NETWORK_NOT_EARNED
G2R3,S5,path5,5,MED,MED,4,0.2000000000000004,P-MULTNOISE,True,R-NOISE,0,0.3,0.1,0,1.0,10.0,0.05,1.0,1.0,0.849709637254372,0.7326996062141401,0.8886819556514698,1.0,0.0371121864928198,0.5169733385739854,0.6446839837297764,0.8019019420694624,0.7272727272727273,0.8,1.0,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
G2R4,S5,star5,5,MED,MED,4,0.2000000000000004,P-MULTNOISE,True,R-NOISE,0,0.3,0.1,0,1.0,10.0,0.05,1.0,1.0,0.902852782024928,0.8064570804335882,0.971418874545951,1.0,0.0485985482226226,0.5616397230085644,0.6950474362262136,0.808059556421082,0.5454545454545454,1.0,3.0,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
G3R1,S6a,null5,5,MED,MED,4,0.2,P-MULTNOISE,True,R-NOISE,0,0.3,0.1,0,1.0,10.0,0.05,1.0,1.0,0.5438145175262674,0.5472296754779412,0.5391987322848393,1.0,0.03666696332313,0.6679398615797243,0.8303764308992209,0.8043820088395418,0.0,0.9666666666666668,3.0,False,False,,FORECASTING_ONLY;SPATIAL_FORCING_DIAGNOSTIC_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
G3R1b,S6b,path5,5,MED,MED,4,0.2260473752993835,P-MULTNOISE,True,R-NOISE,0,0.3,0.1,0,1.0,10.0,0.05,1.0,1.0,0.5367953811470277,0.5282517794464899,0.5452859241245951,1.0,0.0369266339407672,0.4983546137021394,0.6396479347559036,0.7791076725547731,0.0,0.9666666666666668,2.0,False,False,,FORECASTING_ONLY;NETWORK_NOT_EARNED;ABSOLUTE_PHYSICAL_SCALE_NOT_IDENTIFIED
