cell_id,n_replicates,scenario,topology,memory,gamma,cadence,cadence_over_tau_relax,tau_relax_realized,rho_A,min_diagonal_A,pumping_quality,recharge_quality,recharge_sigma,recharge_lag,confounding_rho,mcar_fraction,blocks_per_node,observed_node_fraction,snr_head,process_noise_sd,n_nodes,variant,null_mode,absolute_pumping_scale_known,absolute_S_identifiable,physical_parameter_identifiable,direct_parameter_recovery_is_primary,n_transitions,n_true_strong_edges,has_placebo,estimability_rate_L,estimability_rate_N,nire_persistent_step_h4_L,nire_persistent_step_h13_L,nire_persistent_step_h26_L,nire_persistent_step_h52_L,nire_pulse_h26_L,nire_new_node_pumping_h26_L,nire_multi_node_withdrawal_h26_L,relative_shape_error_persistent_step_L,cumulative_drawdown_error_persistent_step_L,A_diag_relative_error_L,A_vs_Ak_max_abs_error_L,B_Q_relative_error_median,B_Q_pseudo_true_relative_error_median,B_Q_pseudo_true_diag_mean,beta_q_hat_mean_L,storage_relative_error_median,rmse_test_L,rmse_improvement_vs_B0_L,condition_number_L,max_vif_L,smallest_singular_value_L,rank_deficiency_L,pumping_excitation_fraction_L,sign_correct_fraction_L,realized_snr_head,realized_snr_head_detrended,realized_head_sd,realized_observation_noise_sd,realized_local_persistence_mean_A_ii,n_rows_L,n_cols_L,median_admissible_train_rows_L,seasonal_variance_share,vulnerability_spearman_L,vulnerability_topk_overlap_L,placebo_coef_abs_L,placebo_step_response_L,placebo_relative_to_true_L,true_real_pumping_step_response,d_phys_median,nire_persistent_step_h26_N,nire_persistent_step_h52_N,rmse_test_N,strong_edge_undirected_f1,edge_f1,edge_precision,edge_recall,edge_false_positive,edge_false_negative,false_edge_count,false_edge_any,A_diag_relative_error_N,A_vs_Ak_max_abs_error_N,condition_number_N,max_vif_N,smallest_singular_value_N,rank_deficiency_N,masked_node_nmpe_N,observed_node_nmpe_N,selected_lambda,strong_coupling_weight_error,pumping_excitation_fraction_N,placebo_false_effect_N,n_rows_N,n_cols_N,nire_persistent_step_h26_B0,nire_persistent_step_h26_S,rmse_test_B0,rmse_test_S,placebo_false_effect_L,clip_fraction,false_edge_any_rate,placebo_false_effect_rate_L,horizon_growth
CURVE_curve_confounding_0p9,60,S2,path5,MED,MED,4,0.2000000000000004,19.99999999999996,0.951229424500714,0.8648730117609119,P-MULTNOISE,R-NOISE,0.2,0,0.9,0.1,0,1.0,10.0,0.05,5,,,True,False,False,False,129,4.0,False,1.0,1.0,0.8283629529970099,0.8302834035344722,0.8280881348930988,0.8298621131660988,0.828683937793192,0.8654518609696489,0.7810550574694355,0.0241121217617929,0.5698544544121692,0.0840202714517075,0.1098031078481854,,0.5114713865563068,0.8131132968861441,-0.3998328612365541,,0.4117959603991883,0.2609709560851045,8.556062650550059,15.17767342765179,1.7123299692388825,0.0,0.1961371684462447,1.0,10.58085257323872,5.852960181185393,1.579125270478862,0.1495506661524084,0.897333063367156,72.6,6.0,73.0,0.6882660642848102,0.7999999999999999,1.0,,,,,,0.6957969589243689,0.6951532402388011,0.4304045336866877,0.75,0.75,0.6666666666666666,0.75,2.0,1.0,2.0,1.0,0.0663742098625988,0.1322873209705958,13.659370185944764,25.702754168565384,1.1294334976830007,0.0,0.3728539513380123,0.2954028343644796,1.0,0.0451067864780923,0.1757647479890627,,54.1,8.8,1.0,0.8403744090641819,0.5631866810609172,0.4278489284865794,,0.0,0.8166666666666667,,1.0018097865961593
CURVE_curve_coupling_strength_HIGH,60,S5,path5,MED,HIGH,4,0.199999999999998,20.000000000000192,0.9512294245007143,0.7858392307927404,P-MULTNOISE,R-NOISE,0.2,0,0.3,0.1,0,1.0,10.0,0.05,5,,,True,False,False,False,129,7.0,False,1.0,1.0,0.882231079156413,0.9111076388125388,0.9143245224027868,0.9192173483750556,0.9139891722206266,0.9106737215770012,0.8557371391178186,0.0222147680617581,0.7272083703691196,0.1313305180485295,0.1667811342757363,,0.5375334448591043,0.8669661804974762,-0.4120162692165932,,0.5509180227653472,0.2083577933901451,9.054731448322524,15.11019906996595,1.6052158224029534,0.0,0.1927238430794391,1.0,10.222867049780769,3.497357728209753,2.6585937320786237,0.260116097390309,0.8508926816189432,72.69999999999999,6.0,73.0,0.881224085382069,0.7,1.0,,,,,,0.750481795245964,0.7337511051514027,0.5517833660832989,0.8782051282051282,0.8782051282051282,1.0,0.7857142857142857,0.0,1.5,0.0,0.0,0.0937345287977073,0.1597597449033287,20.947225012803187,56.05769977250553,0.7738616239214386,0.0,0.2150328280233482,0.2046597881937948,1.0,0.0540410409368411,0.1746224676233733,,53.8,8.8,1.0,0.926040409036097,0.6801377040358793,0.5578590817383458,,0.0,0.0,,1.041923561856389
CURVE_curve_coupling_strength_LOW,60,S5,path5,MED,LOW,4,0.1999999999999995,20.00000000000005,0.951229424500714,0.8649986657931277,P-MULTNOISE,R-NOISE,0.2,0,0.3,0.1,0,1.0,10.0,0.05,5,,,True,False,False,False,129,4.0,False,1.0,1.0,0.759666109502653,0.7710761878241911,0.7740166753977622,0.7783143875773358,0.7725533014803885,0.8230471998908233,0.7196062446299387,0.0238574789831111,0.5954670013470131,0.065472822715064,0.1245939322976029,,0.5169397210281155,0.9324798431106516,-0.4592314648586535,,0.60959744687774,0.2137925297259266,9.837002697478392,16.42209174054271,1.4998874987113262,0.0,0.1928992502451679,1.0,10.189327613946954,3.1600294716764905,3.285722559527691,0.3222397328218156,0.909096671108916,72.69999999999999,6.0,73.0,0.9031113997638884,0.7999999999999999,1.0,,,,,,0.674132723842421,0.6773646323185563,0.6237724777281308,0.6333333333333333,0.6333333333333333,0.6666666666666666,0.5,1.0,2.0,1.0,1.0,0.0797476987493286,0.1604940112934245,23.73236870716613,68.50090371362063,0.6917818564320894,0.0,0.2275071131885661,0.1738947678216212,1.0,0.0294614593658862,0.1750527631631003,,53.8,8.8,1.0,0.7723151309549999,0.7669778279766553,0.6254534399143397,,0.0,0.8333333333333334,,1.0245479926528402
CURVE_curve_coupling_strength_MED,60,S5,path5,MED,MED,4,0.2000000000000004,19.99999999999996,0.951229424500714,0.8648730117609119,P-MULTNOISE,R-NOISE,0.2,0,0.3,0.1,0,1.0,10.0,0.05,5,,,True,False,False,False,129,4.0,False,1.0,1.0,0.8309616271157791,0.8427933649736277,0.849709637254372,0.8559510087056478,0.849484268791399,0.8660535606788747,0.7928759787873706,0.0371121864928198,0.6423191879513284,0.0713799256663922,0.1155061381096033,,0.5144465820097592,0.8131132968861441,-0.3943079887260916,,0.5169733385739854,0.2091038293595702,9.53508558834168,16.55660038513573,1.5334658122315743,0.0,0.1965708602521693,1.0,10.249382595146862,3.231031240302706,2.770114696329188,0.2711006869377078,0.897333063367156,72.6,6.0,73.0,0.8979750796352082,0.7,1.0,,,,,,0.7326996062141401,0.7518192262602057,0.5179865236116052,0.7272727272727273,0.7272727272727273,0.6666666666666666,0.75,1.0,1.0,1.0,1.0,0.0866488383186821,0.166880439989374,23.09788710868863,65.90007940557257,0.6918503283548795,0.0,0.2144266698649025,0.168483655072418,1.0,0.0479603409669699,0.1784735902661874,,54.1,8.8,1.0,0.8886819556514698,0.6446839837297764,0.524289693789086,,0.0,0.8,,1.0300728466567166
CURVE_curve_coupling_strength_NONE,60,S5,path5,MED,NONE,4,0.2,20.0,0.951229424500714,0.9280776746258276,P-MULTNOISE,R-NOISE,0.2,0,0.3,0.1,0,1.0,10.0,0.05,5,,,True,False,False,False,129,0.0,False,1.0,1.0,0.5040785710832727,0.5500137210175183,0.5804108257126528,0.6048786817477654,0.5818401548783118,0.5625495907969923,0.5658671489275475,0.0512883522654981,0.6087612468516671,0.074571595577515,0.1365044262916308,,0.5155485535854292,0.9506535096751212,-0.4572755466938694,,0.6579131547619239,0.1890417158743799,9.86498412838404,16.97568400126778,1.5207190118738394,0.0,0.1980174687695796,1.0,10.219533430469388,3.3506869981029164,3.648128303569056,0.3587396183388474,0.9419968549300892,72.6,6.0,73.0,0.8918884513845325,0.3,0.5,,,,,,0.5726621160263957,0.598613670996586,0.695688697136431,0.0,0.0,0.0,,3.0,0.0,3.0,1.0,0.0922379905697768,0.1685522591083832,23.23204186491781,65.29009798147034,0.7291623629895919,0.0,0.2185744981953327,0.1575669310712157,1.0,,0.1777504046649183,,54.1,8.8,1.0,0.5678248512510289,0.8034057540525179,0.6741605969498703,,0.0,0.9833333333333332,,1.1999690453967755
CURVE_curve_memory_HIGH,60,S5,path5,HIGH,MED,4,0.0499999999999972,80.0000000000044,0.987577800493882,0.9725671754649609,P-MULTNOISE,R-NOISE,0.2,0,0.3,0.1,0,1.0,10.0,0.05,5,,,True,False,False,False,129,4.0,False,1.0,1.0,0.7586702607226468,0.7583548657871519,0.7699019105493068,0.7936757565079025,0.7747500979429782,0.8383526626370905,0.7378609229067743,0.0281256980859937,0.6073520993955832,0.0562612825532527,0.152597007998524,,0.5228195982347299,1.0174655357302642,-0.4822870145464941,,0.8362200553505519,0.183251204156109,8.852423976846207,15.00384390967907,1.6820533083166755,0.0,0.1970496717196856,1.0,9.874164919432532,4.381856613261185,4.372363973568362,0.4401705490052973,0.9791314808888926,73.2,6.0,74.0,0.8031376325624929,0.6,0.5,,,,,,0.70041835233294,0.7042798272537808,0.8494561514078739,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.625,1.0,1.5,1.0,1.0,0.0782389255064247,0.1856189509933188,20.455165518430384,48.38241338914432,0.7985371893503291,0.0,0.3947221837580962,0.2187405569628375,1.0,0.0242000460818932,0.1758815461367795,,54.1,8.8,1.0,0.922806837683831,1.0050669767201947,0.8500067761094949,,0.0,0.9,,1.0461405930844216
CURVE_curve_memory_LOW,60,S5,path5,LOW,MED,4,0.9999999999999942,4.000000000000023,0.778800783071406,0.3304907954503014,P-MULTNOISE,R-NOISE,0.2,0,0.3,0.1,0,1.0,10.0,0.05,5,,,True,False,False,False,129,7.0,False,1.0,1.0,0.8316541592385847,0.8156860774914299,0.8101611555741808,0.8099024806377186,0.8264037709547861,0.885995108134384,0.7921247136015706,0.0588896882248128,0.5261233724823319,1.000386525337812,0.1684824873954204,,0.522936886358961,0.5096635177652751,-0.2452574305605332,,0.3114784778486886,0.185598090881681,8.185245062046267,13.3356326324297,1.726570791839401,0.0,0.1892549953500308,1.0,10.205663399743282,3.613520803730735,1.0594767658488382,0.1039053455934371,0.5005461287247972,72.6,6.0,73.0,0.8742229538476094,0.7999999999999999,1.0,,,,,,0.73470920400711,0.7370750436078961,0.3169157157081482,0.7272727272727273,0.7272727272727273,1.0,0.5714285714285714,0.0,3.0,0.0,0.0,0.9420940390676292,0.2075291797364334,17.338237601204277,40.07248713543288,0.9158899357610484,0.0,0.3948249927850084,0.4096308828441619,1.0,0.0400421737756576,0.1724637436212767,,54.1,8.8,1.0,0.6401875400067685,0.3808702465230497,0.3096443566825673,,0.0,0.0,,0.9738452836924658
CURVE_curve_memory_MED,60,S5,path5,MED,MED,4,0.2000000000000004,19.99999999999996,0.951229424500714,0.8648730117609119,P-MULTNOISE,R-NOISE,0.2,0,0.3,0.1,0,1.0,10.0,0.05,5,,,True,False,False,False,129,4.0,False,1.0,1.0,0.8309616271157791,0.8427933649736277,0.849709637254372,0.8559510087056478,0.849484268791399,0.8660535606788747,0.7928759787873706,0.0371121864928198,0.6423191879513284,0.0713799256663922,0.1155061381096033,,0.5144465820097592,0.8131132968861441,-0.3943079887260916,,0.5169733385739854,0.2091038293595702,9.53508558834168,16.55660038513573,1.5334658122315743,0.0,0.1965708602521693,1.0,10.249382595146862,3.231031240302706,2.770114696329188,0.2711006869377078,0.897333063367156,72.6,6.0,73.0,0.8979750796352082,0.7,1.0,,,,,,0.7326996062141401,0.7518192262602057,0.5179865236116052,0.7272727272727273,0.7272727272727273,0.6666666666666666,0.75,1.0,1.0,1.0,1.0,0.0866488383186821,0.166880439989374,23.09788710868863,65.90007940557257,0.6918503283548795,0.0,0.2144266698649025,0.168483655072418,1.0,0.0479603409669699,0.1784735902661874,,54.1,8.8,1.0,0.8886819556514698,0.6446839837297764,0.524289693789086,,0.0,0.8,,1.0300728466567166
CURVE_curve_missing_0p0,60,S5,path5,MED,MED,4,0.2000000000000004,19.99999999999996,0.951229424500714,0.8648730117609119,P-MULTNOISE,R-NOISE,0.2,0,0.3,0.0,0,1.0,10.0,0.05,5,,,True,False,False,False,129,4.0,False,1.0,1.0,0.8376872287258783,0.8376459323563379,0.8419891955429032,0.8531953982420212,0.8416370951427289,0.8662655677099358,0.7926095647835298,0.0345156517502671,0.6339588494635098,0.058649020290464,0.0833252649027675,,0.5030777070276047,0.8131132968861441,-0.402505873962443,,0.5101100192030867,0.1999220119802121,9.389333924889105,16.099686961986645,1.7225644814314167,0.0,0.1977641900568152,1.0,10.249382595146862,3.231031240302706,2.770114696329188,0.2711006869377078,0.897333063367156,90.0,6.0,90.0,0.8979750796352082,0.7,1.0,,,,,,0.7305986657825336,0.7006163985434829,0.5036022876010136,0.8,0.8,0.6666666666666666,1.0,1.5,0.0,1.5,1.0,0.0793528376616032,0.1245447866125121,21.371347045259625,57.15109257307981,0.9659898397433192,0.0,0.1881898136539561,0.1520817207580021,1.0,0.0400853929990866,0.1902339920823963,,90.0,8.8,1.0,0.9204968855112564,0.6440168760297211,0.5117693766625079,,0.0,0.85,,1.0185130786101761
CURVE_curve_missing_0p1,60,S5,path5,MED,MED,4,0.2000000000000004,19.99999999999996,0.951229424500714,0.8648730117609119,P-MULTNOISE,R-NOISE,0.2,0,0.3,0.1,0,1.0,10.0,0.05,5,,,True,False,False,False,129,4.0,False,1.0,1.0,0.8309616271157791,0.8427933649736277,0.849709637254372,0.8559510087056478,0.849484268791399,0.8660535606788747,0.7928759787873706,0.0371121864928198,0.6423191879513284,0.0713799256663922,0.1155061381096033,,0.5144465820097592,0.8131132968861441,-0.3943079887260916,,0.5169733385739854,0.2091038293595702,9.53508558834168,16.55660038513573,1.5334658122315743,0.0,0.1965708602521693,1.0,10.249382595146862,3.231031240302706,2.770114696329188,0.2711006869377078,0.897333063367156,72.6,6.0,73.0,0.8979750796352082,0.7,1.0,,,,,,0.7326996062141401,0.7518192262602057,0.5179865236116052,0.7272727272727273,0.7272727272727273,0.6666666666666666,0.75,1.0,1.0,1.0,1.0,0.0866488383186821,0.166880439989374,23.09788710868863,65.90007940557257,0.6918503283548795,0.0,0.2144266698649025,0.168483655072418,1.0,0.0479603409669699,0.1784735902661874,,54.1,8.8,1.0,0.8886819556514698,0.6446839837297764,0.524289693789086,,0.0,0.8,,1.0300728466567166
CURVE_curve_missing_0p3,60,S5,path5,MED,MED,4,0.2000000000000004,19.99999999999996,0.951229424500714,0.8648730117609119,P-MULTNOISE,R-NOISE,0.2,0,0.3,0.3,0,1.0,10.0,0.05,5,,,True,False,False,False,129,4.0,False,1.0,0.3833333333333333,0.8374373470085286,0.8438798547284189,0.8431261990582504,0.8484111327360166,0.8435606057528416,0.8742458545314713,0.7974603939216405,0.0325119117719628,0.6209122365599946,0.0842821436618172,0.1445306256415305,,0.5111275904583804,0.8131132968861441,-0.3904591912017483,,0.5417711273827563,0.206948354000882,10.32196891315865,18.668826860703625,1.1190940787551868,0.0,0.1887307668929498,1.0,10.249382595146862,3.231031240302706,2.770114696329188,0.2711006869377078,0.897333063367156,44.5,6.0,44.0,0.8979750796352082,0.6,1.0,,,,,,0.8305197938153861,0.805840823442392,0.6159545261792522,0.5714285714285715,0.5714285714285715,0.6666666666666666,0.5,1.0,2.0,1.0,1.0,0.1573214871325092,0.2758033799075208,39.62935320498677,192.7468541150265,0.2972184088450444,0.0,0.3529724832402081,0.3813816648552401,0.3,0.0603138962648346,0.1191846810138809,,19.6,8.8,1.0,0.9831937941029888,0.6632545184828501,0.5597570970525085,,0.0,0.6086956521739131,,1.0131040080391547
CURVE_curve_missing_0p5,60,S5,path5,MED,MED,4,0.2000000000000004,19.99999999999996,0.951229424500714,0.8648730117609119,P-MULTNOISE,R-NOISE,0.2,0,0.3,0.5,0,1.0,10.0,0.05,5,,,True,False,False,False,129,4.0,False,0.9333333333333332,0.0,0.833653997514717,0.8356009894712428,0.84383550335167,0.8687240696369519,0.8545327296227336,0.8844980714054453,0.8044489548680498,0.0485616681305313,0.666752838439328,0.1533800427432889,0.2449753745272527,,0.5430809494508928,0.8130295273521273,-0.371380938286807,,0.6175244840275194,0.1969191164975082,12.602983748423387,27.447114114592544,0.6883109857032481,0.0,0.1683285791762528,1.0,10.222830100554203,3.229379638087168,2.768913168313081,0.2716117634545998,0.897333063367156,22.6,6.0,23.0,0.8985414344541198,0.4999999999999999,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0760331765027122,0.7395025102426525,0.7212832696478242,,0.0,,,1.0420678989446288
CURVE_curve_observed_nodes_0p4,60,S5,path5,MED,MED,4,0.2000000000000004,19.99999999999996,0.951229424500714,0.8648730117609119,P-MULTNOISE,R-NOISE,0.2,0,0.3,0.1,0,0.4,10.0,0.05,5,,,True,False,False,False,129,4.0,False,1.0,1.0,0.8913946696533579,0.89139650932615,0.8940682149537216,0.8988362780517933,0.893903645166293,1.0,0.8990703801860109,0.0209602287586558,0.7514247071070539,0.0663192958772068,0.0777200057095777,,0.4957180680526083,0.8131132968861441,-0.4104052854173613,,0.5116320940669392,0.206831348662997,9.475364848156108,16.240463296248812,1.5374816508782818,0.0,0.1896160871183286,0.4,10.249382595146862,3.231031240302706,2.770114696329188,0.2711006869377078,0.897333063367156,71.5,6.0,71.5,0.8979750796352082,0.2236067977499789,0.5,,,,,,0.9167726197439398,0.9203140017443764,0.5120882742282056,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0767537366421459,0.0781306035827187,14.665917762104243,33.376400720788254,1.0877428403904328,0.0,0.1852630003816159,0.1446188298449326,0.0,0.0603138962648346,0.1824973340065034,,64.0,7.0,1.0,1.0,0.643642546337597,0.5208852150132575,,0.0,0.35,,1.0083482756311852
CURVE_curve_observed_nodes_0p6,60,S5,path5,MED,MED,4,0.2000000000000004,19.99999999999996,0.951229424500714,0.8648730117609119,P-MULTNOISE,R-NOISE,0.2,0,0.3,0.1,0,0.6,10.0,0.05,5,,,True,False,False,False,129,4.0,False,1.0,1.0,0.8499949677362961,0.8564490034489534,0.8617623488739552,0.8700747207777708,0.8615068942612673,0.9090055718392944,0.8875138015951269,0.0283829652769318,0.6773682496740523,0.0691067837185842,0.0851236460825648,,0.506287867532499,0.8131132968861441,-0.397324401192343,,0.5257532972647627,0.1897092464055854,9.593699910108676,16.64351756119884,1.515162424074799,0.0,0.1910338821434562,0.6,10.249382595146862,3.231031240302706,2.770114696329188,0.2711006869377078,0.897333063367156,72.66666666666667,6.0,73.0,0.8979750796352082,0.2051956704170308,0.5,,,,,,0.8749323491423678,0.8760914019406787,0.5215027762129221,0.3333333333333333,0.3333333333333333,0.5,0.25,1.0,3.0,1.0,1.0,0.0847428714399247,0.1094755179501546,16.766113290909715,41.22358588960778,0.9561804450277304,0.0,0.1922656147314146,0.1614577315410493,1.0,0.0563990109748978,0.1841861993587069,,62.66666666666667,7.333333333333333,1.0,1.0,0.6430164702610512,0.5340398751949025,,0.0,0.65,,1.0236233787300542
CURVE_curve_observed_nodes_0p8,60,S5,path5,MED,MED,4,0.2000000000000004,19.99999999999996,0.951229424500714,0.8648730117609119,P-MULTNOISE,R-NOISE,0.2,0,0.3,0.1,0,0.8,10.0,0.05,5,,,True,False,False,False,129,4.0,False,1.0,1.0,0.826575954178415,0.8325131509335761,0.8305299754681947,0.8405245752473871,0.8310922757699267,0.874664110519117,0.8104466344118784,0.0230811651132056,0.6002163395770763,0.0653046942334465,0.0899122283618151,,0.5002051075941034,0.8131132968861441,-0.4059344662076827,,0.5143548105728433,0.2037904324662059,9.59669326829875,16.25008275240888,1.5476666071062186,0.0,0.1943261306778404,0.8,10.249382595146862,3.231031240302706,2.770114696329188,0.2711006869377078,0.897333063367156,72.75,6.0,73.0,0.8979750796352082,0.6,0.75,,,,,,0.787448082188448,0.7989516384594064,0.5252213389142788,0.5714285714285715,0.5714285714285715,0.6666666666666666,0.5,1.0,2.0,1.0,1.0,0.0844206451312191,0.1339090873022053,19.080837761008404,47.57772062118658,0.8454631592192822,0.0,0.2298799666701012,0.2001659546277808,1.0,0.0529963608992659,0.1829459411301299,,59.625,8.0,1.0,0.9693225459242294,0.6468564340961771,0.517263008441704,,0.0,0.65,,1.0168751837002523
CURVE_curve_observed_nodes_1p0,60,S5,path5,MED,MED,4,0.2000000000000004,19.99999999999996,0.951229424500714,0.8648730117609119,P-MULTNOISE,R-NOISE,0.2,0,0.3,0.1,0,1.0,10.0,0.05,5,,,True,False,False,False,129,4.0,False,1.0,1.0,0.8309616271157791,0.8427933649736277,0.849709637254372,0.8559510087056478,0.849484268791399,0.8660535606788747,0.7928759787873706,0.0371121864928198,0.6423191879513284,0.0713799256663922,0.1155061381096033,,0.5144465820097592,0.8131132968861441,-0.3943079887260916,,0.5169733385739854,0.2091038293595702,9.53508558834168,16.55660038513573,1.5334658122315743,0.0,0.1965708602521693,1.0,10.249382595146862,3.231031240302706,2.770114696329188,0.2711006869377078,0.897333063367156,72.6,6.0,73.0,0.8979750796352082,0.7,1.0,,,,,,0.7326996062141401,0.7518192262602057,0.5179865236116052,0.7272727272727273,0.7272727272727273,0.6666666666666666,0.75,1.0,1.0,1.0,1.0,0.0866488383186821,0.166880439989374,23.09788710868863,65.90007940557257,0.6918503283548795,0.0,0.2144266698649025,0.168483655072418,1.0,0.0479603409669699,0.1784735902661874,,54.1,8.8,1.0,0.8886819556514698,0.6446839837297764,0.524289693789086,,0.0,0.8,,1.0300728466567166
CURVE_curve_process_noise_0p05,60,S5,path5,MED,MED,4,0.2000000000000004,19.99999999999996,0.951229424500714,0.8648730117609119,P-MULTNOISE,R-NOISE,0.2,0,0.3,0.1,0,1.0,10.0,0.05,5,,,True,False,False,False,129,4.0,False,1.0,1.0,0.8309616271157791,0.8427933649736277,0.849709637254372,0.8559510087056478,0.849484268791399,0.8660535606788747,0.7928759787873706,0.0371121864928198,0.6423191879513284,0.0713799256663922,0.1155061381096033,,0.5144465820097592,0.8131132968861441,-0.3943079887260916,,0.5169733385739854,0.2091038293595702,9.53508558834168,16.55660038513573,1.5334658122315743,0.0,0.1965708602521693,1.0,10.249382595146862,3.231031240302706,2.770114696329188,0.2711006869377078,0.897333063367156,72.6,6.0,73.0,0.8979750796352082,0.7,1.0,,,,,,0.7326996062141401,0.7518192262602057,0.5179865236116052,0.7272727272727273,0.7272727272727273,0.6666666666666666,0.75,1.0,1.0,1.0,1.0,0.0866488383186821,0.166880439989374,23.09788710868863,65.90007940557257,0.6918503283548795,0.0,0.2144266698649025,0.168483655072418,1.0,0.0479603409669699,0.1784735902661874,,54.1,8.8,1.0,0.8886819556514698,0.6446839837297764,0.524289693789086,,0.0,0.8,,1.0300728466567166
CURVE_curve_process_noise_0p25,60,S5,path5,MED,MED,4,0.2000000000000004,19.99999999999996,0.951229424500714,0.8648730117609119,P-MULTNOISE,R-NOISE,0.2,0,0.3,0.1,0,1.0,10.0,0.25,5,,,True,False,False,False,129,4.0,False,1.0,1.0,0.8285049628467203,0.8390131121016906,0.8445365228713559,0.8497931409629387,0.844929647601635,0.8713873404227385,0.7918596718180266,0.0388368168864487,0.6235504099257732,0.0812695851975886,0.1324552522233935,,0.4981797535103323,0.8131132968861441,-0.4083320066901542,,0.6773185321491508,0.1448612569303258,8.91346133117085,14.728789031458794,1.6470239823276258,0.0,0.1971644004263854,1.0,10.13684118129676,3.691352775271184,2.824822389740913,0.276357874208836,0.897333063367156,72.6,6.0,73.0,0.8680299682804357,0.6,1.0,,,,,,0.6906121220273432,0.6970681780925021,0.6983430667181436,0.7272727272727273,0.7272727272727273,0.6666666666666666,0.75,2.0,1.0,2.0,1.0,0.1028830137429006,0.1760571648968163,19.74121146571591,48.55203575912719,0.834332973515735,0.0,0.2951632488961455,0.2337213827822419,1.0,0.050564567048732,0.179242853507526,,54.1,8.8,1.0,0.9891754815074728,0.781304082525108,0.6972075986408192,,0.0,0.85,,1.0256946899184198
CURVE_curve_process_noise_1p0,60,S5,path5,MED,MED,4,0.2000000000000004,19.99999999999996,0.951229424500714,0.8648730117609119,P-MULTNOISE,R-NOISE,0.2,0,0.3,0.1,0,1.0,10.0,1.0,5,,,True,False,False,False,129,4.0,False,1.0,1.0,0.8154035413069414,0.8379505226442077,0.8418261606650226,0.8497383207602969,0.841935862402344,0.8793418228084366,0.8028587584174193,0.0573748925273533,0.6275115757307732,0.1069382475576296,0.1487397509397445,,0.4978969730647191,0.8131132968861441,-0.4509924023120294,,1.8851364614634925,0.0161135363281277,7.649321542667286,11.800644254050155,1.8374747016103288,0.0,0.197808577164154,1.0,10.323301705778553,6.741754498904481,3.55555856145328,0.3434700204801655,0.897333063367156,72.6,6.0,73.0,0.5674721928490448,0.2499999999999999,0.5,,,,,,1.0139269619247326,1.00453879130949,1.9796712701684005,0.7272727272727273,0.7272727272727273,0.6,1.0,2.0,0.0,2.0,1.0,0.1442418909661517,0.267133923923611,11.373133161570292,17.509918300947838,1.3385880332850868,0.0,0.8202600604160235,0.7344102507633412,1.0,0.0642955677882409,0.1810794549013415,,54.1,8.8,1.0,1.9086834803252664,1.9153137475961837,1.920925841646282,,0.0,0.9666666666666668,,1.0421077144187076
CURVE_curve_pumping_quality_PEXACT,60,S5,path5,MED,MED,4,0.2000000000000004,19.99999999999996,0.951229424500714,0.8648730117609119,P-EXACT,R-NOISE,0.2,0,0.3,0.1,0,1.0,10.0,0.05,5,,,True,False,False,False,129,4.0,False,1.0,1.0,0.6955002001203672,0.6988513273666042,0.7063632901983188,0.7215096227280593,0.7153061177651041,0.7630934745973903,0.5950273801698706,0.0281091522000648,0.2756426465108417,0.0602348359711501,0.106328768957172,,0.0982469428202842,0.8131132968861441,-0.8230846504218956,,0.4526189586570074,0.3010823887666162,10.178016304632882,18.98930899338621,1.4555016090232282,0.0,0.1044580687398394,1.0,10.249382595146862,3.231031240302706,2.770114696329188,0.2711006869377078,0.897333063367156,72.6,6.0,73.0,0.8979750796352082,0.7999999999999999,1.0,,,,,,0.6302160921727836,0.6767443762476717,0.4631297874693953,0.75,0.75,0.6666666666666666,0.75,1.0,1.0,1.0,1.0,0.0796336589911895,0.1366255443713084,23.59305897674783,67.06544863247937,0.6922703116540541,0.0,0.2015747455680486,0.1488249905328806,1.0,0.0446154931526398,0.0941561099486483,,54.1,8.8,1.0,0.7657149778147918,0.6446839837297764,0.4549109633364949,,0.0,0.75,,1.0373967147718877
CURVE_curve_pumping_quality_PMULTNOISE,60,S5,path5,MED,MED,4,0.2000000000000004,19.99999999999996,0.951229424500714,0.8648730117609119,P-MULTNOISE,R-NOISE,0.2,0,0.3,0.1,0,1.0,10.0,0.05,5,,,True,False,False,False,129,4.0,False,1.0,1.0,0.8309616271157791,0.8427933649736277,0.849709637254372,0.8559510087056478,0.849484268791399,0.8660535606788747,0.7928759787873706,0.0371121864928198,0.6423191879513284,0.0713799256663922,0.1155061381096033,,0.5144465820097592,0.8131132968861441,-0.3943079887260916,,0.5169733385739854,0.2091038293595702,9.53508558834168,16.55660038513573,1.5334658122315743,0.0,0.1965708602521693,1.0,10.249382595146862,3.231031240302706,2.770114696329188,0.2711006869377078,0.897333063367156,72.6,6.0,73.0,0.8979750796352082,0.7,1.0,,,,,,0.7326996062141401,0.7518192262602057,0.5179865236116052,0.7272727272727273,0.7272727272727273,0.6666666666666666,0.75,1.0,1.0,1.0,1.0,0.0866488383186821,0.166880439989374,23.09788710868863,65.90007940557257,0.6918503283548795,0.0,0.2144266698649025,0.168483655072418,1.0,0.0479603409669699,0.1784735902661874,,54.1,8.8,1.0,0.8886819556514698,0.6446839837297764,0.524289693789086,,0.0,0.8,,1.0300728466567166
