parent_module,path,baseline_commit,exists_worktree,baseline_blob_sha256,worktree_sha256,worktree_matches_baseline
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/provenance/DWR_PERIODIC_METADATA.txt,975821ae679713cc6b2bcd984f2d16d4328289a8,True,9506502ee106e7c3de42e41b8c460aee3781637ae74430b19992d979facda921,9506502ee106e7c3de42e41b8c460aee3781637ae74430b19992d979facda921,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/provenance/DWR_PERIODIC_PERFORATION_DATA_DICTIONARY.csv,975821ae679713cc6b2bcd984f2d16d4328289a8,True,00b4898bf61829035c6fe19e9b18a9b603f479ae2301cb51f7a262f0e69f8001,00b4898bf61829035c6fe19e9b18a9b603f479ae2301cb51f7a262f0e69f8001,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/provenance/DWR_PERIODIC_STATION_DATA_DICTIONARY.csv,975821ae679713cc6b2bcd984f2d16d4328289a8,True,c698825f6671910b05dc311258902e6157210fb34e77b11e3b416c0c3d8bc323,c698825f6671910b05dc311258902e6157210fb34e77b11e3b416c0c3d8bc323,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/provenance/OUTPUT_HASHES.csv,975821ae679713cc6b2bcd984f2d16d4328289a8,True,3006ed4f3a7d51bb9e746912e3ff09ecaabacf3c3918ea68589fc43946977f19,3006ed4f3a7d51bb9e746912e3ff09ecaabacf3c3918ea68589fc43946977f19,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/provenance/PACKAGE_FILE_HASHES.csv,975821ae679713cc6b2bcd984f2d16d4328289a8,True,a9700eac61447b4dbdd0bbeb80294aa68f76648eb2c7084c62e34a46f5681311,a9700eac61447b4dbdd0bbeb80294aa68f76648eb2c7084c62e34a46f5681311,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/provenance/PDF_EXTRACTION_SPOT_CHECK.md,975821ae679713cc6b2bcd984f2d16d4328289a8,True,3af6d6354162bf2fecc3e8d93ad8b6e8b18891d0ade7e76d13dd4aab865fd9d7,3af6d6354162bf2fecc3e8d93ad8b6e8b18891d0ade7e76d13dd4aab865fd9d7,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/provenance/PYTHON_ENVIRONMENT.json,975821ae679713cc6b2bcd984f2d16d4328289a8,True,1e7d848c7ca6f5f86350db4f6e59ba46456a2d4c3d6e471acf2c4d14536915f5,1e7d848c7ca6f5f86350db4f6e59ba46456a2d4c3d6e471acf2c4d14536915f5,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/provenance/RAW_DOWNLOAD_HASH_MANIFEST.csv,975821ae679713cc6b2bcd984f2d16d4328289a8,True,bff89f2fc7d788fe38490c8e549b7ddc8cd84127acda4304c92d617e175a2e00,bff89f2fc7d788fe38490c8e549b7ddc8cd84127acda4304c92d617e175a2e00,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/provenance/RAW_DOWNLOAD_HASH_MANIFEST.json,975821ae679713cc6b2bcd984f2d16d4328289a8,True,5f6e00de084dcfa64879e200aa6f64ba3be69b3b05ceb11f2a9796525600b6bc,5f6e00de084dcfa64879e200aa6f64ba3be69b3b05ceb11f2a9796525600b6bc,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/provenance/REPOSITORY_PREFLIGHT.md,975821ae679713cc6b2bcd984f2d16d4328289a8,True,ff1d136c7562e2ca28d9dcf6d0facc5fff59032fffcf94433ee6916104cf66e3,ff1d136c7562e2ca28d9dcf6d0facc5fff59032fffcf94433ee6916104cf66e3,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/tables/.gitkeep,975821ae679713cc6b2bcd984f2d16d4328289a8,True,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/tables/CORE_DOCUMENT_FACTS_LEDGER.csv,975821ae679713cc6b2bcd984f2d16d4328289a8,True,8c90b3282e300456c1c69a30bb878a746a3944c4bb82985ab2d034bb21652069,8c90b3282e300456c1c69a30bb878a746a3944c4bb82985ab2d034bb21652069,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/tables/DWR_OCWD_ANNUAL_HEAD_COVERAGE.csv,975821ae679713cc6b2bcd984f2d16d4328289a8,True,e1b87a93f8bd90054eae6497ed97012c756ec9901d10f9783cdd1d102dbaa416,e1b87a93f8bd90054eae6497ed97012c756ec9901d10f9783cdd1d102dbaa416,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/tables/DWR_OCWD_COVERAGE_BY_COLLECTING_ENTITY.csv,975821ae679713cc6b2bcd984f2d16d4328289a8,True,48e369b84fd6a4851d9d18bed4ff81cf80ea36c4bbeb871944993809d3d5dbf4,48e369b84fd6a4851d9d18bed4ff81cf80ea36c4bbeb871944993809d3d5dbf4,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/tables/DWR_OCWD_IMPORTANT_TEMPORAL_GAPS.csv,975821ae679713cc6b2bcd984f2d16d4328289a8,True,9adcd7eea6ca5a8d0568c48dcec8af74b3ecce29fb0daf87af4d52b06027692d,9adcd7eea6ca5a8d0568c48dcec8af74b3ecce29fb0daf87af4d52b06027692d,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/tables/DWR_OCWD_MONTHLY_COMMON_SUPPORT_RUNS.csv,975821ae679713cc6b2bcd984f2d16d4328289a8,True,5de8c6314dd283d415d09897a8e2ab9a42c4f15e1113854564233f374bcefd91,5de8c6314dd283d415d09897a8e2ab9a42c4f15e1113854564233f374bcefd91,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/tables/DWR_OCWD_MONTHLY_HEAD_COVERAGE.csv,975821ae679713cc6b2bcd984f2d16d4328289a8,True,1806c825c937eb80ca0e41f568602893b382e412fd4776ed87944831ea6a4965,1806c825c937eb80ca0e41f568602893b382e412fd4776ed87944831ea6a4965,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/tables/DWR_OCWD_OBSERVATION_COUNT_DISTRIBUTION.csv,975821ae679713cc6b2bcd984f2d16d4328289a8,True,9066183160371bf5991bbb9bcebcc4a4a8f0b598c2b6b92fccc78db7635f8ebc,9066183160371bf5991bbb9bcebcc4a4a8f0b598c2b6b92fccc78db7635f8ebc,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/tables/DWR_OCWD_OBSERVATION_FREQUENCY_DISTRIBUTION.csv,975821ae679713cc6b2bcd984f2d16d4328289a8,True,b3adca320a014bd70d6b6260ab91feb9064de102b7a5fdcc522155df4b9d2fb8,b3adca320a014bd70d6b6260ab91feb9064de102b7a5fdcc522155df4b9d2fb8,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/tables/DWR_OCWD_PUBLIC_COVERAGE_SUMMARY.json,975821ae679713cc6b2bcd984f2d16d4328289a8,True,3bcccf5d15aab6e2b570bed8a1bf56a79c1d7545d40dbdc160c7bdd1b59f35a5,3bcccf5d15aab6e2b570bed8a1bf56a79c1d7545d40dbdc160c7bdd1b59f35a5,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/tables/DWR_OCWD_PUBLIC_COVERAGE_SUMMARY.md,975821ae679713cc6b2bcd984f2d16d4328289a8,True,09989eca23fb11baa0c8bb938ea473bf7c1e54299ea505c1d7177a48d76c91d7,09989eca23fb11baa0c8bb938ea473bf7c1e54299ea505c1d7177a48d76c91d7,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/tables/DWR_OCWD_ROLLING_10Y_COMMON_SUPPORT.csv,975821ae679713cc6b2bcd984f2d16d4328289a8,True,731c27779fdf3687306d120fff22d041a6d09d517898333c98431ad72604bc2a,731c27779fdf3687306d120fff22d041a6d09d517898333c98431ad72604bc2a,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/tables/DWR_OCWD_ROLLING_5Y_COMMON_SUPPORT.csv,975821ae679713cc6b2bcd984f2d16d4328289a8,True,2b1bc71fa66eb6f461d0b78ab3b4334517081837d97ce967cc3d4e109380862b,2b1bc71fa66eb6f461d0b78ab3b4334517081837d97ce967cc3d4e109380862b,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/tables/DWR_OCWD_SOURCE_INDEPENDENCE_SUMMARY.csv,975821ae679713cc6b2bcd984f2d16d4328289a8,True,9d693ee93fa6da7df36eef54a4e94c6d9f479b87968832f9eaa6a1ab184c7687,9d693ee93fa6da7df36eef54a4e94c6d9f479b87968832f9eaa6a1ab184c7687,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/tables/EVENT_REGISTRY.csv,975821ae679713cc6b2bcd984f2d16d4328289a8,True,9d54bd00674c692aedebae9031eb4897b82bdd204be67ee1ac7fd80e01a001ce,9d54bd00674c692aedebae9031eb4897b82bdd204be67ee1ac7fd80e01a001ce,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/tables/MBI_MONITORING_WELL_SCREEN_REGISTRY.csv,975821ae679713cc6b2bcd984f2d16d4328289a8,True,c59ccd7ed8aa0100c7fc2048ccbd5f1910e1eed90a54647b57069e5e6d986259,c59ccd7ed8aa0100c7fc2048ccbd5f1910e1eed90a54647b57069e5e6d986259,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/tables/OBSERVATION_INDEPENDENCE_LEDGER.csv,975821ae679713cc6b2bcd984f2d16d4328289a8,True,f4349b06cebe2f93c4cf245d1ab0bff3ce569f556e0a3c93720137bec7022c00,f4349b06cebe2f93c4cf245d1ab0bff3ce569f556e0a3c93720137bec7022c00,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/tables/OCWD_HISTORICAL_RECHARGE_ACCOUNTING_DIAGNOSTIC.csv,975821ae679713cc6b2bcd984f2d16d4328289a8,True,dcb7f4cf7bc9d5318a1dddb235a0d5f6ef77695476c5a90622cb1d7872c83d20,dcb7f4cf7bc9d5318a1dddb235a0d5f6ef77695476c5a90622cb1d7872c83d20,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/tables/OCWD_HISTORICAL_RECHARGE_JULY_2009_PERCOLATION.csv,975821ae679713cc6b2bcd984f2d16d4328289a8,True,e7a084e5d731f50e10cc7dd05155e26904abaa34e8cb8d3a9e6ddde31cb6bf32,e7a084e5d731f50e10cc7dd05155e26904abaa34e8cb8d3a9e6ddde31cb6bf32,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/tables/OCWD_HISTORICAL_RECHARGE_METHODS.csv,975821ae679713cc6b2bcd984f2d16d4328289a8,True,a20505bc0d17fb416be1b4c925700392f7767b02eedd4a2ef9f3c069f2ccab59,a20505bc0d17fb416be1b4c925700392f7767b02eedd4a2ef9f3c069f2ccab59,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/tables/OCWD_MBI_2023_MONTHLY_INJECTION.csv,975821ae679713cc6b2bcd984f2d16d4328289a8,True,11b7dd978c590bb9bb1911b6896b89cd79358c47847fbc95c96e60a6d62a5dec,11b7dd978c590bb9bb1911b6896b89cd79358c47847fbc95c96e60a6d62a5dec,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/tables/OCWD_MBI_2023_REPORTED_TOTALS.csv,975821ae679713cc6b2bcd984f2d16d4328289a8,True,a3e0c3f54957bb278a936dcee016baa5a27e1a4ab6f59c9bcea81e02bb15c213,a3e0c3f54957bb278a936dcee016baa5a27e1a4ab6f59c9bcea81e02bb15c213,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/tables/OCWD_RECENT_WATER_RESOURCES_REPORT_FIELDS.csv,975821ae679713cc6b2bcd984f2d16d4328289a8,True,65a5afd0315d3e598306ce74d4117609eb83ff125699766b3a41236984ba4014,65a5afd0315d3e598306ce74d4117609eb83ff125699766b3a41236984ba4014,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/tables/OCWD_RECENT_WATER_RESOURCES_REPORT_FIELDS.md,975821ae679713cc6b2bcd984f2d16d4328289a8,True,1f41f77b9696607d37cd207d60d7565ed1bb631c2878f9fafe96b0b1b8463405,1f41f77b9696607d37cd207d60d7565ed1bb631c2878f9fafe96b0b1b8463405,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/tables/OCWD_RECHARGE_FACILITY_INVENTORY_2009_2010.csv,975821ae679713cc6b2bcd984f2d16d4328289a8,True,dfe6a9f21f4c76d187630a3b3b34acf339d13506734231a9c8654323c32bd3f9,dfe6a9f21f4c76d187630a3b3b34acf339d13506734231a9c8654323c32bd3f9,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/tables/TRACER_VALIDATION_REGISTRY.csv,975821ae679713cc6b2bcd984f2d16d4328289a8,True,46821ade16c946d0e719b87058fe2dae6b8c264f28fb14dd775d1d29eded381d,46821ade16c946d0e719b87058fe2dae6b8c264f28fb14dd775d1d29eded381d,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/tables/USGS_11074000_COVERAGE.json,975821ae679713cc6b2bcd984f2d16d4328289a8,True,d0b34c7af59a703a06dbaaa8054d9f3d8cc5815943fa9270c11329eaeb66251f,d0b34c7af59a703a06dbaaa8054d9f3d8cc5815943fa9270c11329eaeb66251f,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/tables/WCR_MATCH_LEDGER.csv,975821ae679713cc6b2bcd984f2d16d4328289a8,True,e9f6d875708ba701d1295b18839aebfbff107f66da57e5d36f45de6539264b49,e9f6d875708ba701d1295b18839aebfbff107f66da57e5d36f45de6539264b49,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/outputs/tables/WCR_SUPPLEMENT_COVERAGE.json,975821ae679713cc6b2bcd984f2d16d4328289a8,True,72dcb5f365ba416a2f1a1eed384f3dded22f643fcddfe28744728e442f36e861,72dcb5f365ba416a2f1a1eed384f3dded22f643fcddfe28744728e442f36e861,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/requests/.gitkeep,975821ae679713cc6b2bcd984f2d16d4328289a8,True,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/requests/OCWD_BASIN_MODEL_REQUEST.md,975821ae679713cc6b2bcd984f2d16d4328289a8,True,33707bd9a7d910ed180fc435ca28cd5cc8e2ae5d7f5d23970258cc2e3face0c6,33707bd9a7d910ed180fc435ca28cd5cc8e2ae5d7f5d23970258cc2e3face0c6,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/requests/OCWD_WRMS_DATA_REQUEST.md,975821ae679713cc6b2bcd984f2d16d4328289a8,True,765708400c8101b4a8652ce65b6d38e0fbf7038eff3b76a55722a152e5745ff4,765708400c8101b4a8652ce65b6d38e0fbf7038eff3b76a55722a152e5745ff4,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/scripts/.gitkeep,975821ae679713cc6b2bcd984f2d16d4328289a8,True,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/scripts/build_feasibility_audit.py,975821ae679713cc6b2bcd984f2d16d4328289a8,True,d9b089ab3342c4c25826a6422a16759edece38112d1123095cef568b32b72e87,d9b089ab3342c4c25826a6422a16759edece38112d1123095cef568b32b72e87,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/sources/source_registry.csv,975821ae679713cc6b2bcd984f2d16d4328289a8,True,b6e6e6860d8d03fe4636c6564d574c2b90bcc58ad4ccc3d46c9d6acacc32d51c,b6e6e6860d8d03fe4636c6564d574c2b90bcc58ad4ccc3d46c9d6acacc32d51c,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/sources/source_registry.yaml,975821ae679713cc6b2bcd984f2d16d4328289a8,True,684ee564e1fc97c261a7fefb5efe072251ebd5bb5a92a6222b6f43e0b3830519,684ee564e1fc97c261a7fefb5efe072251ebd5bb5a92a6222b6f43e0b3830519,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/src/__init__.py,975821ae679713cc6b2bcd984f2d16d4328289a8,True,02574ce945381565ffd48c9aee5c990f0470cee722a5d6a1824a511111e418dd,02574ce945381565ffd48c9aee5c990f0470cee722a5d6a1824a511111e418dd,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/src/audit_utils.py,975821ae679713cc6b2bcd984f2d16d4328289a8,True,8f8c3b796eb2caaf0df163c8e43f4759f161c73349c4037d0ba4ce0bf79c4c95,8f8c3b796eb2caaf0df163c8e43f4759f161c73349c4037d0ba4ce0bf79c4c95,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/tests/.gitkeep,975821ae679713cc6b2bcd984f2d16d4328289a8,True,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,True
other_sources/ocwd_groundwater_feasibility,other_sources/ocwd_groundwater_feasibility/tests/test_guards.py,975821ae679713cc6b2bcd984f2d16d4328289a8,True,dc56cd70928573c94a028ef928703961d471daabc6807203dfa2b68a8301a671,dc56cd70928573c94a028ef928703961d471daabc6807203dfa2b68a8301a671,True
other_sources/ocwd_groundwater_gw1_preflight,other_sources/ocwd_groundwater_gw1_preflight/GW1B_PREREGISTRATION.md,975821ae679713cc6b2bcd984f2d16d4328289a8,True,bb02e877a452e13e9e9d8abcfae8c34d0c20b9432db02759dddf6bdc7a0d6649,bb02e877a452e13e9e9d8abcfae8c34d0c20b9432db02759dddf6bdc7a0d6649,True
